CustomerID,TotalSpent,NumOrders,AvgOrderValue
14733,9585.91,12,47.455
16523,9418.47,21,32.47748275862069
12567,9401.28,10,21.079103139013455
14367,9261.52,16,17.67465648854962
14667,9241.2,25,16.127748691099477
18092,9068.26,11,101.89056179775281
13969,9053.94,18,14.463162939297126
12451,9035.52,5,25.524067796610172
13488,8968.31,13,21.25191943127962
13090,8910.82,14,57.48916129032258
16033,8816.4,20,7.754089709762533
17017,8694.26,20,34.50103174603175
17243,8676.85,26,21.692125
17306,8631.31,19,130.77742424242425
16656,8625.8,15,118.16164383561643
14527,8508.82,55,8.753930041152262
12683,8476.57,15,24.641191860465117
18139,8438.34,6,53.07132075471698
15358,8347.2,22,15.149183303085302
16558,8338.49,20,18.127152173913043
14056,8214.65,23,7.427350813743218
14936,8137.02,8,22.35445054945055
16672,8134.94,20,71.35912280701754
13854,8109.5199999999995,25,73.72290909090908
14952,8099.49,11,58.69195652173913
18109,8052.97,26,18.13731981981982
14796,8022.49,17,7.031104294478528
12428,7956.46,9,27.062789115646257
15290,7943.22,18,38.93735294117647
14849,7930.54,25,20.439536082474227
12757,7857.1,13,21.178167115902966
17811,7837.73,39,9.210023501762631
13093,7832.47,8,49.260817610062894
12435,7829.889999999999,2,217.49694444444444
13629,7792.36,11,132.07389830508475
15044,7700.2300000000005,17,16.998300220750554
15194,7616.53,15,24.569451612903226
18172,7561.68,20,40.00888888888889
13263,7454.07,35,4.444883720930233
12474,7375.79,18,17.395731132075472
12980,7374.9,9,368.745
15465,7354.62,18,75.82082474226804
17396,7330.8,8,271.5111111111111
12583,7281.38,15,29.47927125506073
13018,7277.7,28,15.890174672489083
18229,7276.9,20,44.37134146341463
16923,7247.61,19,10.785133928571428
16729,7239.92,21,10.969575757575758
16745,7194.3,17,20.152100840336136
16873,7123.62,6,25.53268817204301
13324,7121.95,10,94.95933333333333
13985,7060.13,15,20.229598853868197
14961,7044.68,9,22.579102564102566
12766,6989.63,7,22.547193548387096
12798,6977.04,3,872.13
12989,6924.11,15,108.18921875
16713,6923.13,15,11.094759615384616
13027,6912.0,6,265.84615384615387
16187,6911.44,15,23.428610169491524
17416,6893.42,7,25.626096654275095
12705,6868.29,9,20.56374251497006
12476,6816.42,11,29.255021459227468
12830,6814.64,6,179.33263157894737
15023,6802.76,11,12.104555160142349
18055,6784.19,10,18.84497222222222
15601,6776.56,14,16.52819512195122
16652,6773.97,7,57.406525423728816
16532,6748.8,3,1687.2
13576,6717.34,18,53.312222222222225
16746,6697.66,18,14.91683741648107
15249,6688.46,13,19.109885714285713
16353,6675.71,23,71.0181914893617
17338,6643.93,8,8.8232802124834
12626,6620.48,9,22.51863945578231
16182,6617.65,4,236.34464285714284
15144,6580.44,17,30.324608294930872
12472,6572.11,7,19.386755162241887
16814,6509.1,21,20.089814814814815
12431,6487.45,15,27.606170212765957
18223,6484.54,14,23.840220588235294
15694,6479.4,14,83.06923076923077
13225,6463.84,7,201.995
13102,6424.09,24,21.131875
13871,6403.25,13,19.057291666666668
12359,6372.58,4,25.695887096774193
13668,6363.59,21,13.539553191489363
13709,6328.05,13,18.833482142857143
15005,6316.57,28,5.6448346738159065
17315,6292.26,38,13.302875264270613
16126,6287.77,4,53.741623931623934
14057,6217.96,17,21.894225352112677
12357,6207.67,1,47.38679389312977
14060,6140.42,19,30.39811881188119
13418,6127.43,18,20.156019736842108
17509,6115.14,8,16.708032786885248
15939,6115.01,15,80.46065789473684
14735,6065.69,32,31.26644329896907
12637,6021.9,8,15.440769230769229
13097,6010.42,10,14.209030732860521
13316,5977.73,4,68.70954022988505
14101,5976.79,6,170.76542857142857
15382,5955.71,6,19.7208940397351
14505,5905.64,8,7.391289111389237
14415,5900.28,13,10.000474576271186
14944,5900.25,12,34.707352941176474
13209,5891.61,8,18.35392523364486
13534,5870.08,25,19.83135135135135
13050,5836.86,17,14.483523573200992
12720,5781.73,25,16.332570621468925
15218,5756.89,11,34.680060240963854
17686,5739.46,7,20.06804195804196
13178,5725.47,11,21.60554716981132
16553,5719.82,12,68.09309523809523
13468,5704.97,37,18.89062913907285
14110,5683.15,12,36.66548387096774
14049,5681.72,4,11.642868852459017
17049,5659.9800000000005,9,17.79867924528302
17716,5655.99,11,23.085673469387753
13004,5655.91,18,13.999777227722772
18118,5653.82,26,4.420500390930414
14688,5630.87,21,17.219785932721713
17757,5605.29,30,7.564493927125506
12481,5596.32,10,25.789493087557602
12839,5591.42,14,17.80707006369427
16767,5580.6,11,25.13783783783784
16161,5575.56,19,11.762784810126583
12539,5568.35,4,20.396886446886448
15805,5528.48,17,18.36704318936877
18225,5509.12,12,20.328856088560887
16609,5493.46,7,19.903840579710145
16985,5464.12,10,45.53433333333333
16265,5447.0,9,21.112403100775193
18198,5425.56,17,34.12301886792453
12490,5417.93,10,22.114
17809,5411.91,12,88.71983606557377
16701,5398.3,13,37.488194444444446
17719,5396.04,15,19.693576642335767
17850,5391.21,34,18.15222222222222
16303,5360.63,3,33.09030864197531
13269,5346.23,15,16.918449367088606
15150,5314.47,10,15.494081632653062
17730,5298.48,13,24.304954128440365
17061,5232.23,11,52.85080808080808
18226,5228.05,11,21.603512396694217
12362,5226.23,10,19.647481203007516
15046,5213.7699999999995,15,25.309563106796116
16258,5203.51,5,38.54451851851852
13756,5189.52,14,36.54591549295775
16191,5180.5199999999995,13,38.66059701492537
15727,5178.96,7,17.14887417218543
17858,5155.66,12,25.9078391959799
13599,5153.67,21,20.86506072874494
15903,5126.76,7,69.28054054054054
13941,5112.96,5,113.62133333333334
17602,5102.97,6,9.11244642857143
16700,5076.55,13,16.482305194805196
14562,5074.7699999999995,18,11.997092198581559
15301,5070.35,12,20.865637860082305
13139,5064.9400000000005,7,29.793764705882356
12432,5059.32,5,46.845555555555556
15719,5045.61,13,5.384855923159018
17426,5037.26,6,18.58767527675277
14329,5014.84,7,19.362316602316604
14755,5010.28,11,21.320340425531914
12444,5005.46,5,28.440113636363638
15032,4959.1,3,95.3673076923077
15547,4954.84,14,7.058176638176638
12437,4951.41,18,24.88145728643216
12700,4939.99,4,18.432798507462685
15786,4932.2,3,18.47265917602996
14709,4921.04,13,25.10734693877551
17133,4892.24,7,181.19407407407405
12664,4881.88,9,131.94270270270272
12688,4873.81,1,28.50181286549708
14292,4871.93,9,48.719300000000004
17652,4867.72,12,18.794285714285714
15738,4812.42,16,27.817456647398846
13013,4810.94,13,21.967762557077624
15555,4805.17,16,5.345016685205784
17365,4801.56,8,10.259743589743591
15298,4799.9,12,24.999479166666664
15187,4777.18,16,52.49648351648352
17690,4757.95,15,18.5857421875
12955,4757.16,11,26.428666666666665
14180,4748.5199999999995,25,19.7855
15152,4745.69,13,17.511771217712177
16722,4730.81,13,21.025822222222224
12714,4708.86,5,18.18092664092664
14159,4693.01,11,3.8978488372093025
14135,4690.31,15,35.00231343283583
14191,4684.76,13,18.08787644787645
15291,4668.3,15,45.32330097087379
14189,4654.08,15,17.56256603773585
14390,4652.82,9,16.268601398601398
14286,4628.75,3,16.53125
16931,4604.22,21,5.127193763919822
13802,4599.42,3,76.657
15093,4597.02,6,42.565000000000005
14004,4582.64,7,26.799064327485382
17613,4559.15,14,14.612660256410255
17068,4552.14,21,15.378851351351353
12484,4541.72,6,13.126358381502891
13267,4521.49,19,21.428862559241704
15299,4507.01,7,643.8585714285715
17975,4488.81,13,15.16489864864865
12524,4485.72,8,31.150833333333335
14426,4481.67,10,20.007455357142856
16984,4481.35,2,11.010687960687962
17364,4481.18,11,10.903114355231144
12627,4478.53,7,19.47186956521739
14085,4448.54,18,9.885644444444445
14534,4447.05,18,8.56849710982659
13069,4436.12,24,10.437929411764706
15955,4416.26,14,24.13256830601093
16626,4413.1,17,24.65418994413408
15874,4405.88,7,36.71566666666667
12712,4396.13,13,33.053609022556394
13505,4393.63,4,20.435488372093022
12752,4366.78,1,82.3920754716981
16945,4345.5,19,17.451807228915662
14016,4341.21,4,26.964037267080744
14800,4339.74,12,11.272051948051947
14525,4332.2,9,14.887285223367696
17567,4331.48,8,26.251393939393935
18251,4314.72,1,269.67
12347,4310.0,7,23.681318681318682
15034,4308.61,8,10.935558375634518
17937,4301.22,7,100.02837209302326
14422,4263.64,6,19.205585585585588
12500,4257.82,11,69.80032786885245
17419,4226.57,12,20.517330097087378
14277,4216.2,3,18.738666666666667
15804,4206.39,13,16.05492366412214
17920,4204.1,17,6.040373563218392
15971,4199.85,12,119.9957142857143
12747,4196.01,11,40.737961165048546
14146,4191.0,5,19.957142857142856
18041,4183.39,21,8.863114406779662
12949,4167.22,8,19.382418604651164
15570,4165.5199999999995,12,12.896346749226005
16549,4154.64,10,4.235107033639144
13384,4151.93,7,27.315328947368425
13555,4149.28,4,30.50941176470588
13988,4147.96,6,17.726324786324785
15514,4139.46,11,23.255393258426967
12569,4124.69,32,21.939840425531912
16592,4113.68,16,19.044814814814817
17940,4106.4400000000005,10,216.1284210526316
17377,4100.92,20,9.810813397129186
16401,4098.32,12,22.033978494623653
16670,4095.9,11,16.25357142857143
12749,4090.88,5,20.55718592964824
14092,4076.91,14,19.050981308411213
12449,4067.29,4,21.294712041884818
18087,4055.7200000000003,2,2027.8600000000001
14401,4051.48,13,22.26087912087912
12656,4051.17,5,32.152142857142856
12867,4036.82,7,7.503382899628253
13815,4027.36,4,22.882727272727273
12841,4022.35,25,9.577023809523808
12957,4017.54,8,16.880420168067225
12378,4008.62,1,18.30420091324201
14547,4007.54,8,10.949562841530055
16186,4006.94,12,18.38045871559633
17769,3997.98,10,12.896709677419356
15529,3995.23,11,5.945282738095238
17001,3989.57,11,23.606923076923078
15416,3984.32,4,20.75166666666667
17611,3984.22,15,6.9170486111111105
12779,3981.36,8,26.72053691275168
12727,3980.7,7,28.638129496402875
14299,3965.62,9,27.73160839160839
13523,3964.88,5,23.051627906976744
13183,3957.7799999999997,9,42.10404255319148
17651,3945.0,10,17.004310344827587
12473,3938.55,5,23.44375
17593,3927.34,5,18.438215962441316
14739,3902.28,7,65.038
13999,3901.81,12,18.758701923076924
14291,3883.25,11,16.385021097046412
18073,3877.52,12,53.11671232876712
13124,3866.33,3,16.452468085106382
15195,3861.0,1,3861.0
16717,3858.38,6,19.38884422110553
12662,3849.7799999999997,11,16.73817391304348
16327,3844.22,6,12.050846394984326
13266,3834.2599999999998,12,20.504064171122995
17091,3827.76,9,19.629538461538463
15867,3812.64,15,8.270368763557483
12755,3811.9500000000003,2,952.9875000000001
12597,3811.22,4,18.50106796116505
13435,3809.89,7,37.72168316831683
12668,3807.15,4,23.64689440993789
16145,3799.49,11,16.96200892857143
16655,3794.52,6,14.538390804597702
16168,3787.6,27,38.648979591836735
16019,3786.24,9,23.663999999999998
12562,3781.7400000000002,7,22.510357142857146
17173,3766.6,8,43.79767441860465
16904,3754.27,16,5.287704225352113
12429,3750.4,4,38.66391752577319
17238,3744.65,17,6.615989399293286
14145,3742.2,4,340.2
13552,3740.07,12,34.31256880733945
16570,3738.4,10,29.66984126984127
15808,3734.9700000000003,4,17.95658653846154
14282,3729.34,15,23.906025641025643
12502,3723.87,5,25.332448979591835
12647,3722.82,12,30.76710743801653
13680,3722.42,4,19.089333333333332
16240,3718.8,2,27.546666666666667
14364,3717.35,8,53.87463768115942
15845,3711.77,8,26.896884057971015
15622,3709.56,9,20.051675675675675
13148,3707.12,12,11.621065830721003
17819,3704.87,7,77.18479166666667
15379,3703.29,7,19.089123711340207
12553,3692.28,10,19.33130890052356
16253,3683.86,2,29.95008130081301
15581,3679.9700000000003,13,24.69778523489933
15296,3672.86,6,18.932268041237116
18079,3651.97,4,28.75566929133858
13137,3650.41,8,5.185241477272727
12417,3649.1,9,19.005729166666665
16712,3645.43,11,8.155324384787471
13426,3641.32,10,23.193121019108283
12619,3641.24,9,40.45822222222222
16440,3640.67,5,12.91017730496454
13381,3639.31,6,21.15877906976744
17230,3638.41,8,52.73057971014492
14543,3630.33,16,50.42125
17528,3628.5,8,14.34189723320158
13327,3627.77,8,33.59046296296296
13520,3624.35,6,38.97150537634408
17576,3622.68,19,8.814306569343065
14040,3614.92,12,15.38263829787234
13082,3613.63,9,49.50178082191781
15505,3610.96,5,37.22639175257732
15113,3609.33,3,36.0933
16242,3603.21,7,12.255816326530612
15484,3594.31,4,19.118670212765956
14132,3586.0299999999997,11,17.930149999999998
17203,3563.85,6,23.446381578947367
17491,3558.87,10,32.65018348623853
15544,3546.71,9,13.693861003861004
12370,3545.69,4,21.231676646706585
14503,3543.26,6,21.605243902439025
13448,3539.37,6,18.150615384615385
13334,3536.82,3,13.197089552238806
12454,3528.34,1,235.22266666666667
17160,3518.03,6,15.362576419213974
13953,3515.68,7,175.784
16360,3512.53,6,5.305936555891239
14395,3507.71,9,10.02202857142857
16131,3506.54,6,44.95564102564102
14907,3501.1,7,21.21878787878788
16458,3482.7400000000002,18,17.241287128712873
13993,3466.36,9,28.647603305785125
13014,3466.28,10,31.800733944954132
17758,3456.7,8,8.39004854368932
15410,3450.84,8,28.285573770491805
13536,3448.29,7,19.264189944134078
15129,3447.4,11,41.04047619047619
15974,3442.15,7,19.557670454545455
17725,3439.08,11,17.911875
15676,3435.7599999999998,3,17.008712871287127
14221,3432.8,9,17.78652849740933
12406,3415.2999999999997,2,32.526666666666664
15981,3408.48,8,35.13896907216495
13437,3408.06,7,20.40754491017964
17669,3406.72,7,50.09882352941176
13198,3401.24,6,15.049734513274336
15228,3386.71,4,27.09368
13842,3385.62,9,16.43504854368932
15708,3364.2400000000002,7,11.68138888888889
16011,3362.71,16,15.86183962264151
14227,3350.96,10,19.148342857142858
16818,3349.57,11,17.81686170212766
16607,3347.71,14,19.46343023255814
17183,3347.31,6,45.85356164383562
13015,3346.2799999999997,5,19.012954545454544
12643,3344.64,6,139.35999999999999
12613,3344.38,5,21.858692810457516
12594,3338.22,10,28.29
16556,3313.79,7,16.008647342995168
13373,3312.25,3,20.963607594936708
14841,3295.76,6,23.88231884057971
14702,3292.14,17,9.487435158501441
15632,3285.31,8,19.67251497005988
12480,3281.63,4,21.309285714285714
15764,3279.97,6,18.222055555555553
17723,3276.4,6,327.64
13952,3251.07,2,23.904926470588236
13047,3237.54,10,18.822906976744186
15443,3236.91,7,8.473586387434555
17050,3228.84,6,10.217848101265822
14175,3222.3,3,21.626174496644296
13880,3219.77,13,19.513757575757577
13268,3214.69,11,7.306113636363636
14388,3212.84,8,17.273333333333333
16107,3204.16,7,103.36
17220,3198.25,14,6.775953389830509
13868,3192.54,2,96.74363636363637
17685,3191.5299999999997,7,24.55023076923077
13758,3190.55,7,27.26965811965812
14844,3189.81,4,24.537
12456,3181.04,3,25.44832
17672,3178.17,2,28.892454545454545
17231,3174.32,10,5.867504621072089
16837,3170.98,11,19.218060606060607
16041,3166.4,3,527.7333333333333
15861,3165.36,8,5.797362637362638
17863,3160.0,6,21.35135135135135
15065,3158.13,4,20.37503225806452
14235,3144.86,5,39.80835443037975
13742,3131.02,12,9.753956386292835
16156,3122.04,9,24.01569230769231
13685,3119.44,7,79.98564102564103
16326,3110.96,14,9.752225705329154
16678,3109.99,12,19.07969325153374
13869,3104.95,4,10.11384364820847
14099,3104.17,11,12.41668
16905,3102.43,7,14.915528846153846
15491,3100.09,6,20.130454545454548
14257,3099.72,5,29.24264150943396
14565,3099.12,4,24.40251968503937
13135,3096.0,1,3096.0
17059,3095.04,5,5.9981395348837205
13362,3090.74,4,18.6189156626506
15998,3089.97,5,6.106660079051383
16218,3084.68,7,36.72238095238095
18272,3078.58,6,18.54566265060241
12910,3075.04,8,41.00053333333333
13631,3070.42,11,279.1290909090909
16686,3062.83,7,5.235606837606838
14456,3062.4,9,3.1571134020618556
17799,3055.93,10,7.490024509803921
16940,3049.88,3,9.99960655737705
16393,3046.21,13,9.230939393939394
16709,3029.87,5,38.35278481012658
12598,3023.08,8,22.902121212121212
12395,3018.63,12,19.350192307692307
18094,3017.3,7,43.104285714285716
12754,3010.7400000000002,3,47.789523809523814
12916,3006.15,4,28.094859813084113
15521,3000.2,8,16.217297297297296
17659,2999.46,12,18.98392405063291
17504,2997.03,9,23.598661417322838
12670,2996.05,5,32.56576086956522
14307,2995.72,6,16.642888888888887
15687,2993.1,9,18.030722891566263
14639,2984.49,6,17.351686046511627
13451,2976.15,5,6.718171557562077
14032,2975.59,11,20.80832167832168
15854,2974.65,12,21.247500000000002
16497,2965.69,6,21.80654411764706
17924,2962.5,7,95.56451612903226
14868,2953.59,8,20.511041666666667
17084,2949.75,2,18.208333333333332
17444,2940.04,3,21.778074074074073
16316,2938.91,8,19.46298013245033
14530,2925.91,6,13.54587962962963
17512,2924.9900000000002,10,27.85704761904762
15606,2920.16,9,37.92415584415584
12906,2919.81,5,46.34619047619047
14112,2915.15,7,18.2196875
12438,2906.85,2,29.66173469387755
17644,2895.64,11,18.443566878980892
18144,2888.75,12,67.18023255813954
12408,2888.55,5,27.51
13735,2885.2400000000002,4,14.72061224489796
16633,2883.1,6,18.967763157894737
15673,2881.02,4,18.587225806451613
14251,2879.7,5,36.919230769230765
17728,2876.0099999999998,3,17.430363636363634
14005,2874.72,5,34.22285714285714
15628,2870.24,9,18.517677419354836
14711,2868.8,11,8.035854341736695
13901,2867.2,5,19.242953020134227
14535,2864.19,3,8.679363636363636
12685,2863.08,6,18.236178343949042
18145,2861.55,4,12.94819004524887
16928,2847.6,17,13.62488038277512
15984,2837.67,10,10.50988888888889
14852,2836.69,6,19.83699300699301
14572,2832.84,7,10.492
17596,2827.93,7,10.473814814814814
14842,2824.69,4,19.480620689655172
13174,2817.03,3,8.971433121019109
16871,2812.34,6,20.528029197080293
12356,2811.43,3,47.65135593220339
14903,2810.63,5,7.917267605633803
18230,2810.2,7,32.67674418604651
13230,2806.97,14,4.5940589198036
16081,2806.9,5,12.365198237885464
16764,2799.25,13,3.9649433427762037
15993,2797.57,7,5.068061594202899
13769,2796.5099999999998,10,20.714888888888886
12578,2794.51,2,24.51324561403509
12758,2791.59,2,28.779278350515465
17739,2791.35,7,59.39042553191489
14626,2791.27,4,22.87926229508197
17213,2781.23,7,17.71484076433121
12388,2780.66,6,27.8066
14121,2780.15,4,17.485220125786164
17838,2779.3,5,22.969421487603306
13870,2770.94,8,24.095130434782607
15356,2766.5,10,5.330443159922929
15114,2760.56,10,14.012994923857867
14854,2759.83,7,21.730944881889762
13971,2758.2599999999998,8,18.51181208053691
15321,2748.31,3,28.92957894736842
12669,2744.0299999999997,3,27.168613861386135
14808,2741.17,8,11.664553191489363
14125,2740.43,3,16.409760479041914
15696,2736.46,8,16.002690058479534
16938,2736.38,4,11.354273858921163
16003,2735.37,5,26.556990291262135
12840,2726.77,4,24.13070796460177
12380,2724.81,4,26.200096153846154
12708,2712.91,10,17.27968152866242
15796,2711.56,8,20.38766917293233
17069,2709.7,9,18.94895104895105
13285,2709.12,4,14.487272727272726
13654,2707.33,6,16.30921686746988
14107,2703.23,7,21.977479674796747
14732,2702.49,8,18.384285714285713
18097,2697.8,6,24.97962962962963
17386,2686.42,6,95.94357142857143
12625,2683.82,2,31.207209302325584
17346,2676.56,15,5.35312
13883,2674.48,5,18.834366197183098
14713,2666.36,11,7.865368731563422
12360,2662.06,3,20.63612403100775
14439,2661.2400000000002,1,83.16375000000001
15671,2657.13,7,34.065769230769234
12721,2656.13,6,16.497701863354038
13851,2651.46,3,32.73407407407407
16618,2647.59,5,27.579062500000003
18260,2643.2,6,19.725373134328358
13658,2639.17,5,24.43675925925926
17655,2638.94,7,28.99934065934066
15752,2637.38,7,6.41698296836983
13804,2635.79,7,19.23934306569343
13771,2634.45,4,22.138235294117646
12520,2634.2599999999998,5,17.33065789473684
17402,2633.85,13,44.641525423728815
18077,2633.01,11,11.599162995594714
13422,2626.3,1,20.67952755905512
13644,2624.26,4,17.974383561643837
17965,2622.57,14,7.971337386018238
18210,2621.38,6,19.562537313432838
16255,2619.91,8,9.70337037037037
14262,2618.23,8,18.3093006993007
13021,2616.38,9,19.97236641221374
15782,2614.74,3,60.80790697674418
14397,2612.96,19,30.034022988505747
12836,2612.86,4,14.930628571428572
18075,2611.75,10,18.392605633802816
12726,2609.1,7,21.041129032258063
16241,2607.87,13,3.939380664652568
13136,2607.61,5,20.53236220472441
14408,2606.53,7,24.360093457943925
13983,2603.43,12,24.3311214953271
17317,2600.34,3,288.9266666666667
12600,2599.04,10,40.61
16919,2596.45,11,7.940214067278287
13895,2593.07,4,21.975169491525424
14243,2588.77,10,18.360070921985816
15033,2586.67,10,5.071901960784314
13911,2580.91,9,17.43858108108108
14546,2578.09,5,6.4613784461152886
16912,2575.38,11,25.49881188118812
15485,2575.0,3,29.941860465116278
18245,2567.06,7,14.668914285714285
16308,2560.0,4,640.0
15572,2552.86,7,11.873767441860466
14334,2552.21,8,15.754382716049383
14701,2549.37,9,7.610059701492537
14676,2548.24,6,60.67238095238095
13344,2543.72,3,21.37579831932773
14776,2538.2999999999997,11,21.694871794871794
17700,2534.64,4,17.84957746478873
13471,2531.58,4,9.736846153846153
14659,2529.93,9,9.999723320158102
17314,2527.92,8,19.297099236641223
13975,2526.28,6,7.474201183431953
17449,2520.86,7,9.10057761732852
13394,2520.02,8,16.258193548387098
15245,2515.84,3,28.267865168539327
15271,2507.07,15,9.149890510948905
12352,2506.04,8,29.482823529411764
13695,2504.13,15,27.823666666666668
12517,2502.84,5,8.812816901408452
15932,2495.87,8,21.703217391304346
16477,2494.46,7,17.085342465753424
12483,2484.98,8,33.133066666666664
12913,2483.63,5,49.6726
16710,2483.04,10,6.1767164179104475
14315,2481.13,6,24.565643564356435
13507,2479.16,4,15.303456790123455
13588,2478.95,9,14.246839080459768
17682,2474.33,6,20.968898305084746
17188,2474.23,7,29.455119047619046
14766,2473.37,6,18.321259259259257
14502,2470.67,11,3.9594070512820516
17164,2467.35,7,17.134375
12455,2466.86,6,27.409555555555556
15750,2465.48,8,8.414607508532423
17131,2463.17,5,18.38186567164179
13784,2462.79,11,79.44483870967741
15674,2446.6,5,21.46140350877193
14163,2445.91,4,47.036730769230765
15527,2429.78,8,14.906625766871167
17071,2429.03,9,17.350214285714287
13949,2427.3199999999997,6,15.170749999999998
16143,2424.94,6,20.725982905982907
17722,2424.04,4,21.078608695652175
15089,2420.84,6,16.69544827586207
15373,2415.91,12,18.302348484848483
12397,2409.9,2,19.126190476190477
17589,2404.17,4,9.502648221343874
15980,2398.86,3,55.78744186046512
18065,2392.83,14,17.465912408759124
13141,2388.75,5,17.694444444444443
15370,2386.05,7,25.383510638297874
17530,2385.0,10,6.053299492385787
14493,2383.24,5,19.860333333333333
14554,2381.04,4,11.023333333333333
14239,2380.85,11,21.257589285714285
15270,2379.49,7,58.03634146341463
13722,2375.41,3,27.945999999999998
17434,2373.82,7,17.715074626865672
14930,2372.86,3,18.53796875
13908,2369.55,4,19.42254098360656
15755,2364.25,6,16.7677304964539
12457,2363.23,7,38.11661290322581
17634,2361.97,9,7.952760942760942
14030,2360.09,8,9.712304526748971
14440,2357.68,5,42.86690909090909
15140,2354.25,7,29.428125
14309,2352.53,9,20.10709401709402
12704,2340.84,8,26.600454545454546
18259,2338.6,3,55.68095238095238
12584,2338.15,9,24.355729166666666
18257,2337.63,8,19.81042372881356
17954,2332.72,12,4.809731958762886
15281,2332.15,9,16.778057553956835
12782,2330.92,5,22.630291262135923
15785,2328.9700000000003,5,28.059879518072293
17313,2328.84,1,97.03500000000001
17744,2322.4,6,17.076470588235296
17211,2317.22,8,10.98208530805687
14290,2314.65,5,22.917326732673267
15365,2314.32,7,20.301052631578948
13994,2313.14,6,14.923483870967742
13704,2308.06,9,17.224328358208954
15288,2306.52,5,26.210454545454546
16735,2300.56,5,18.40448
16550,2298.97,5,9.159243027888445
15105,2298.93,7,22.76168316831683
13115,2294.78,4,19.12316666666667
15704,2293.62,4,19.603589743589744
