CustomerID,Recency,Frequency,Monetary
14733,17,12,9585.91
16523,2,21,9418.47
12567,23,10,9401.28
14367,9,16,9261.52
14667,11,25,9241.2
18092,3,11,9068.26
13969,8,18,9053.94
12451,11,5,9035.52
13488,18,13,8968.31
13090,9,14,8910.82
16033,6,20,8816.4
17017,3,20,8694.26
17243,2,26,8676.85
17306,11,19,8631.31
16656,23,15,8625.8
14527,3,55,8508.82
12683,5,15,8476.57
18139,18,6,8438.34
15358,5,22,8347.2
16558,1,20,8338.49
14056,2,23,8214.65
14936,34,8,8137.02
16672,3,20,8134.94
13854,9,25,8109.5199999999995
14952,60,11,8099.49
18109,2,26,8052.97
14796,2,17,8022.49
12428,26,9,7956.46
15290,5,18,7943.22
14849,22,25,7930.54
12757,16,13,7857.1
17811,5,39,7837.73
13093,276,8,7832.47
12435,80,2,7829.889999999999
13629,24,11,7792.36
15044,20,17,7700.2300000000005
15194,4,15,7616.53
18172,15,20,7561.68
13263,2,35,7454.07
12474,18,18,7375.79
12980,158,9,7374.9
15465,20,18,7354.62
17396,40,8,7330.8
12583,3,15,7281.38
13018,17,28,7277.7
18229,12,20,7276.9
16923,13,19,7247.61
16729,39,21,7239.92
16745,87,17,7194.3
16873,5,6,7123.62
13324,37,10,7121.95
13985,5,15,7060.13
14961,11,9,7044.68
12766,4,7,6989.63
12798,11,3,6977.04
12989,4,15,6924.11
16713,19,15,6923.13
13027,114,6,6912.0
16187,32,15,6911.44
17416,30,7,6893.42
12705,16,9,6868.29
12476,16,11,6816.42
12830,38,6,6814.64
15023,4,11,6802.76
18055,8,10,6784.19
15601,12,14,6776.56
16652,59,7,6773.97
16532,18,3,6748.8
13576,11,18,6717.34
16746,5,18,6697.66
15249,32,13,6688.46
16353,4,23,6675.71
17338,18,8,6643.93
12626,24,9,6620.48
16182,73,4,6617.65
15144,9,17,6580.44
12472,33,7,6572.11
16814,15,21,6509.1
12431,36,15,6487.45
18223,5,14,6484.54
15694,1,14,6479.4
13225,4,7,6463.84
13102,2,24,6424.09
13871,23,13,6403.25
12359,58,4,6372.58
13668,3,21,6363.59
13709,4,13,6328.05
15005,16,28,6316.57
17315,2,38,6292.26
16126,30,4,6287.77
14057,24,17,6217.96
12357,34,1,6207.67
14060,5,19,6140.42
13418,12,18,6127.43
17509,58,8,6115.14
15939,90,15,6115.01
14735,4,32,6065.69
12637,68,8,6021.9
13097,33,10,6010.42
13316,38,4,5977.73
14101,74,6,5976.79
15382,15,6,5955.71
14505,18,8,5905.64
14415,2,13,5900.28
14944,30,12,5900.25
13209,31,8,5891.61
13534,3,25,5870.08
13050,15,17,5836.86
12720,3,25,5781.73
15218,11,11,5756.89
17686,8,7,5739.46
13178,27,11,5725.47
16553,164,12,5719.82
13468,2,37,5704.97
14110,4,12,5683.15
14049,17,4,5681.72
17049,3,9,5659.9800000000005
17716,23,11,5655.99
13004,12,18,5655.91
18118,11,26,5653.82
14688,8,21,5630.87
17757,2,30,5605.29
12481,23,10,5596.32
12839,3,14,5591.42
16767,31,11,5580.6
16161,2,19,5575.56
12539,23,4,5568.35
15805,24,17,5528.48
18225,4,12,5509.12
16609,16,7,5493.46
16985,18,10,5464.12
16265,10,9,5447.0
18198,5,17,5425.56
12490,6,10,5417.93
17809,17,12,5411.91
16701,9,13,5398.3
17719,38,15,5396.04
17850,373,34,5391.21
16303,26,3,5360.63
13269,2,15,5346.23
15150,18,10,5314.47
17730,4,13,5298.48
17061,74,11,5232.23
18226,45,11,5228.05
12362,4,10,5226.23
15046,10,15,5213.7699999999995
16258,46,5,5203.51
13756,3,14,5189.52
16191,3,13,5180.5199999999995
15727,17,7,5178.96
17858,6,12,5155.66
13599,2,21,5153.67
15903,10,7,5126.76
13941,22,5,5112.96
17602,3,6,5102.97
16700,9,13,5076.55
14562,4,18,5074.7699999999995
15301,51,12,5070.35
13139,17,7,5064.9400000000005
12432,43,5,5059.32
15719,33,13,5045.61
17426,9,6,5037.26
14329,18,7,5014.84
14755,10,11,5010.28
12444,22,5,5005.46
15032,257,3,4959.1
15547,8,14,4954.84
12437,2,18,4951.41
12700,8,4,4939.99
15786,47,3,4932.2
14709,16,13,4921.04
17133,16,7,4892.24
12664,9,9,4881.88
12688,114,1,4873.81
14292,8,9,4871.93
17652,26,12,4867.72
15738,19,16,4812.42
13013,2,13,4810.94
15555,13,16,4805.17
17365,13,8,4801.56
15298,3,12,4799.9
15187,2,16,4777.18
17690,31,15,4757.95
12955,2,11,4757.16
14180,11,25,4748.5199999999995
15152,10,13,4745.69
16722,18,13,4730.81
12714,10,5,4708.86
14159,20,11,4693.01
14135,2,15,4690.31
14191,2,13,4684.76
15291,26,15,4668.3
14189,3,15,4654.08
14390,11,9,4652.82
14286,24,3,4628.75
16931,6,21,4604.22
13802,139,3,4599.42
15093,19,6,4597.02
14004,44,7,4582.64
17613,23,14,4559.15
17068,13,21,4552.14
12484,33,6,4541.72
13267,3,19,4521.49
15299,68,7,4507.01
17975,16,13,4488.81
12524,10,8,4485.72
14426,24,10,4481.67
16984,89,2,4481.35
17364,1,11,4481.18
12627,11,7,4478.53
14085,3,18,4448.54
14534,3,18,4447.05
13069,1,24,4436.12
15955,25,14,4416.26
16626,1,17,4413.1
15874,64,7,4405.88
12712,29,13,4396.13
13505,73,4,4393.63
12752,82,1,4366.78
16945,22,19,4345.5
14016,162,4,4341.21
14800,48,12,4339.74
14525,20,9,4332.2
17567,8,8,4331.48
18251,88,1,4314.72
12347,3,7,4310.0
15034,16,8,4308.61
17937,9,7,4301.22
14422,1,6,4263.64
12500,24,11,4257.82
17419,12,12,4226.57
14277,16,3,4216.2
15804,1,13,4206.39
17920,5,17,4204.1
15971,18,12,4199.85
12747,3,11,4196.01
14146,9,5,4191.0
18041,12,21,4183.39
12949,31,8,4167.22
15570,8,12,4165.5199999999995
16549,11,10,4154.64
13384,31,7,4151.93
13555,74,4,4149.28
13988,20,6,4147.96
15514,13,11,4139.46
12569,3,32,4124.69
16592,5,16,4113.68
17940,50,10,4106.4400000000005
17377,24,20,4100.92
16401,2,12,4098.32
16670,17,11,4095.9
12749,4,5,4090.88
14092,8,14,4076.91
12449,23,4,4067.29
18087,99,2,4055.7200000000003
14401,5,13,4051.48
12656,18,5,4051.17
12867,27,7,4036.82
13815,23,4,4027.36
12841,5,25,4022.35
12957,10,8,4017.54
12378,130,1,4008.62
14547,4,8,4007.54
16186,23,12,4006.94
17769,13,10,3997.98
15529,23,11,3995.23
17001,1,11,3989.57
15416,65,4,3984.32
17611,8,15,3984.22
12779,38,8,3981.36
12727,11,7,3980.7
14299,9,9,3965.62
13523,34,5,3964.88
13183,8,9,3957.7799999999997
17651,12,10,3945.0
12473,30,5,3938.55
17593,4,5,3927.34
14739,5,7,3902.28
13999,11,12,3901.81
14291,2,11,3883.25
18073,115,12,3877.52
13124,90,3,3866.33
15195,3,1,3861.0
16717,24,6,3858.38
12662,1,11,3849.7799999999997
16327,15,6,3844.22
13266,12,12,3834.2599999999998
17091,3,9,3827.76
15867,6,15,3812.64
12755,281,2,3811.9500000000003
12597,20,4,3811.22
13435,6,7,3809.89
12668,12,4,3807.15
16145,9,11,3799.49
16655,18,6,3794.52
16168,11,27,3787.6
16019,47,9,3786.24
12562,9,7,3781.7400000000002
17173,6,8,3766.6
16904,5,16,3754.27
12429,10,4,3750.4
17238,3,17,3744.65
14145,47,4,3742.2
13552,67,12,3740.07
16570,16,10,3738.4
15808,307,4,3734.9700000000003
14282,4,15,3729.34
12502,96,5,3723.87
12647,23,12,3722.82
13680,2,4,3722.42
16240,25,2,3718.8
14364,109,8,3717.35
15845,18,8,3711.77
15622,44,9,3709.56
13148,30,12,3707.12
17819,72,7,3704.87
15379,170,7,3703.29
12553,9,10,3692.28
16253,67,2,3683.86
15581,121,13,3679.9700000000003
15296,51,6,3672.86
18079,46,4,3651.97
13137,11,8,3650.41
12417,4,9,3649.1
16712,10,11,3645.43
13426,1,10,3641.32
12619,17,9,3641.24
16440,8,5,3640.67
13381,32,6,3639.31
17230,265,8,3638.41
14543,29,16,3630.33
17528,2,8,3628.5
13327,39,8,3627.77
13520,59,6,3624.35
17576,9,19,3622.68
14040,41,12,3614.92
13082,127,9,3613.63
15505,53,5,3610.96
15113,10,3,3609.33
16242,9,7,3603.21
15484,2,4,3594.31
14132,3,11,3586.0299999999997
17203,36,6,3563.85
17491,2,10,3558.87
15544,10,9,3546.71
12370,52,4,3545.69
14503,4,6,3543.26
13448,17,6,3539.37
13334,83,3,3536.82
12454,57,1,3528.34
17160,32,6,3518.03
13953,8,7,3515.68
16360,5,6,3512.53
14395,3,9,3507.71
16131,52,6,3506.54
14907,4,7,3501.1
16458,3,18,3482.7400000000002
13993,43,9,3466.36
13014,11,10,3466.28
17758,20,8,3456.7
15410,85,8,3450.84
13536,2,7,3448.29
15129,51,11,3447.4
15974,40,7,3442.15
17725,17,11,3439.08
15676,19,3,3435.7599999999998
14221,43,9,3432.8
12406,23,2,3415.2999999999997
15981,25,8,3408.48
13437,15,7,3408.06
17669,43,7,3406.72
13198,11,6,3401.24
15228,67,4,3386.71
13842,59,9,3385.62
15708,41,7,3364.2400000000002
16011,9,16,3362.71
14227,27,10,3350.96
16818,11,11,3349.57
16607,18,14,3347.71
17183,8,6,3347.31
13015,54,5,3346.2799999999997
12643,129,6,3344.64
12613,58,5,3344.38
12594,38,10,3338.22
16556,67,7,3313.79
13373,61,3,3312.25
14841,54,6,3295.76
14702,2,17,3292.14
15632,16,8,3285.31
12480,29,4,3281.63
15764,89,6,3279.97
17723,128,6,3276.4
13952,218,2,3251.07
13047,32,10,3237.54
15443,2,7,3236.91
17050,97,6,3228.84
14175,60,3,3222.3
13880,22,13,3219.77
13268,18,11,3214.69
14388,11,8,3212.84
16107,18,7,3204.16
17220,25,14,3198.25
13868,8,2,3192.54
17685,17,7,3191.5299999999997
13758,12,7,3190.55
14844,64,4,3189.81
12456,45,3,3181.04
17672,51,2,3178.17
17231,13,10,3174.32
16837,32,11,3170.98
16041,31,3,3166.4
15861,13,8,3165.36
17863,60,6,3160.0
15065,38,4,3158.13
14235,76,5,3144.86
13742,17,12,3131.02
16156,9,9,3122.04
13685,3,7,3119.44
16326,6,14,3110.96
16678,3,12,3109.99
13869,124,4,3104.95
14099,17,11,3104.17
16905,6,7,3102.43
15491,96,6,3100.09
14257,65,5,3099.72
14565,96,4,3099.12
13135,197,1,3096.0
17059,30,5,3095.04
13362,10,4,3090.74
15998,37,5,3089.97
16218,30,7,3084.68
18272,3,6,3078.58
12910,24,8,3075.04
13631,100,11,3070.42
16686,48,7,3062.83
14456,6,9,3062.4
17799,23,10,3055.93
16940,53,3,3049.88
16393,3,13,3046.21
16709,85,5,3029.87
12598,10,8,3023.08
12395,20,12,3018.63
18094,82,7,3017.3
12754,236,3,3010.7400000000002
12916,139,4,3006.15
15521,41,8,3000.2
17659,18,12,2999.46
17504,207,9,2997.03
12670,11,5,2996.05
14307,89,6,2995.72
15687,9,9,2993.1
14639,53,6,2984.49
13451,27,5,2976.15
14032,3,11,2975.59
15854,5,12,2974.65
16497,50,6,2965.69
17924,12,7,2962.5
14868,4,8,2953.59
17084,36,2,2949.75
17444,148,3,2940.04
16316,65,8,2938.91
14530,26,6,2925.91
17512,29,10,2924.9900000000002
15606,62,9,2920.16
12906,12,5,2919.81
14112,23,7,2915.15
12438,15,2,2906.85
17644,2,11,2895.64
18144,8,12,2888.75
12408,33,5,2888.55
13735,25,4,2885.2400000000002
16633,18,6,2883.1
15673,89,4,2881.02
14251,2,5,2879.7
17728,4,3,2876.0099999999998
14005,10,5,2874.72
15628,5,9,2870.24
14711,11,11,2868.8
13901,73,5,2867.2
14535,61,3,2864.19
12685,29,6,2863.08
18145,13,4,2861.55
16928,81,17,2847.6
15984,3,10,2837.67
14852,59,6,2836.69
14572,4,7,2832.84
17596,24,7,2827.93
14842,44,4,2824.69
13174,17,3,2817.03
16871,23,6,2812.34
12356,23,3,2811.43
14903,22,5,2810.63
18230,10,7,2810.2
13230,5,14,2806.97
16081,57,5,2806.9
16764,4,13,2799.25
15993,9,7,2797.57
13769,3,10,2796.5099999999998
12578,22,2,2794.51
12758,117,2,2791.59
17739,12,7,2791.35
14626,24,4,2791.27
17213,41,7,2781.23
12388,16,6,2780.66
14121,4,4,2780.15
17838,27,5,2779.3
13870,3,8,2770.94
15356,32,10,2766.5
15114,31,10,2760.56
14854,79,7,2759.83
13971,19,8,2758.2599999999998
15321,71,3,2748.31
12669,151,3,2744.0299999999997
14808,40,8,2741.17
14125,11,3,2740.43
15696,34,8,2736.46
16938,9,4,2736.38
16003,30,5,2735.37
12840,144,4,2726.77
12380,22,4,2724.81
12708,30,10,2712.91
15796,2,8,2711.56
17069,29,9,2709.7
13285,24,4,2709.12
13654,44,6,2707.33
14107,52,7,2703.23
14732,9,8,2702.49
18097,8,6,2697.8
17386,8,6,2686.42
12625,212,2,2683.82
17346,4,15,2676.56
13883,11,5,2674.48
14713,10,11,2666.36
12360,53,3,2662.06
14439,320,1,2661.2400000000002
15671,19,7,2657.13
12721,32,6,2656.13
13851,96,3,2651.46
16618,32,5,2647.59
18260,173,6,2643.2
13658,10,5,2639.17
17655,11,7,2638.94
15752,40,7,2637.38
13804,31,7,2635.79
13771,65,4,2634.45
12520,80,5,2634.2599999999998
17402,5,13,2633.85
18077,9,11,2633.01
13422,65,1,2626.3
13644,17,4,2624.26
17965,38,14,2622.57
18210,2,6,2621.38
16255,17,8,2619.91
14262,9,8,2618.23
13021,5,9,2616.38
15782,10,3,2614.74
14397,3,19,2612.96
12836,60,4,2612.86
18075,24,10,2611.75
12726,29,7,2609.1
16241,10,13,2607.87
13136,57,5,2607.61
14408,11,7,2606.53
13983,30,12,2603.43
17317,47,3,2600.34
12600,29,10,2599.04
16919,157,11,2596.45
13895,29,4,2593.07
14243,9,10,2588.77
15033,5,10,2586.67
13911,58,9,2580.91
14546,6,5,2578.09
16912,29,11,2575.38
15485,31,3,2575.0
18245,8,7,2567.06
16308,38,4,2560.0
15572,5,7,2552.86
14334,17,8,2552.21
14701,11,9,2549.37
14676,32,6,2548.24
13344,68,3,2543.72
14776,52,11,2538.2999999999997
17700,17,4,2534.64
13471,2,4,2531.58
14659,9,9,2529.93
17314,25,8,2527.92
13975,32,6,2526.28
17449,3,7,2520.86
13394,2,8,2520.02
15245,135,3,2515.84
15271,8,15,2507.07
12352,37,8,2506.04
13695,32,15,2504.13
12517,29,5,2502.84
15932,5,8,2495.87
16477,64,7,2494.46
12483,18,8,2484.98
12913,5,5,2483.63
16710,20,10,2483.04
14315,45,6,2481.13
13507,4,4,2479.16
13588,16,9,2478.95
17682,11,6,2474.33
17188,12,7,2474.23
14766,9,6,2473.37
14502,20,11,2470.67
17164,33,7,2467.35
12455,74,6,2466.86
15750,3,8,2465.48
17131,6,5,2463.17
13784,10,11,2462.79
15674,74,5,2446.6
14163,88,4,2445.91
15527,19,8,2429.78
17071,29,9,2429.03
13949,3,6,2427.3199999999997
16143,4,6,2424.94
17722,97,4,2424.04
15089,11,6,2420.84
15373,9,12,2415.91
12397,36,2,2409.9
17589,61,4,2404.17
15980,89,3,2398.86
18065,6,14,2392.83
13141,85,5,2388.75
15370,41,7,2386.05
17530,2,10,2385.0
14493,8,5,2383.24
14554,11,4,2381.04
14239,44,11,2380.85
15270,16,7,2379.49
13722,132,3,2375.41
17434,3,7,2373.82
14930,109,3,2372.86
13908,80,4,2369.55
15755,11,6,2364.25
12457,67,7,2363.23
17634,37,9,2361.97
14030,19,8,2360.09
14440,9,5,2357.68
15140,53,7,2354.25
14309,9,9,2352.53
12704,8,8,2340.84
18259,25,3,2338.6
12584,4,9,2338.15
18257,40,8,2337.63
17954,6,12,2332.72
15281,59,9,2332.15
12782,5,5,2330.92
15785,33,5,2328.9700000000003
17313,32,1,2328.84
17744,4,6,2322.4
17211,27,8,2317.22
14290,12,5,2314.65
15365,26,7,2314.32
13994,4,6,2313.14
13704,6,9,2308.06
15288,44,5,2306.52
16735,79,5,2300.56
16550,109,5,2298.97
15105,19,7,2298.93
13115,12,4,2294.78
15704,141,4,2293.62
12615,3,4,2291.19
13527,34,7,2287.51
17696,39,8,2285.71
12684,8,7,2283.63
16782,11,13,2279.9
13317,67,6,2273.68
17768,9,3,2273.18
14466,30,7,2272.4
13700,27,10,2265.12
16057,17,7,2263.12
16209,89,5,2262.62
14432,10,6,2255.5099999999998
16293,22,10,2248.99
17442,37,6,2248.56
15235,218,12,2247.51
16771,34,5,2246.81
15665,169,2,2242.0099999999998
14211,54,9,2241.1
16743,30,7,2238.09
14560,8,22,2237.77
14700,33,3,2235.3
16076,4,10,2234.73
15834,71,4,2233.75
18242,73,4,2232.49
14226,29,5,2232.19
14825,4,12,2226.91
17591,74,7,2225.97
12783,3,6,2225.91
13365,34,2,2225.37
15722,36,5,2222.56
15811,23,6,2218.62
12876,58,2,2218.02
12653,149,2,2209.85
13862,19,8,2209.36
15797,114,4,2207.4
15179,19,5,2206.95
13831,17,6,2202.99
17406,334,3,2200.42
15123,8,2,2199.31
16628,30,5,2188.05
15394,10,4,2183.54
14341,46,8,2182.28
12856,8,6,2179.93
12909,40,5,2178.67
12501,337,1,2169.39
12633,59,4,2163.98
13755,4,9,2161.35
12935,3,7,2160.7
16456,100,5,2158.37
14407,108,6,2157.73
16379,5,4,2157.4
13224,61,2,2155.95
16966,9,7,2154.9700000000003
17272,43,4,2148.63
14828,197,3,2139.76
12560,6,3,2134.0099999999998
17400,127,5,2129.96
13517,60,3,2128.42
14360,32,4,2128.23
16407,13,10,2126.93
14640,25,6,2125.08
15058,26,11,2124.99
13632,25,5,2121.27
18061,22,10,2119.41
18008,71,9,2116.19
14691,31,5,2114.33
13265,54,5,2107.66
18173,87,4,2106.84
18093,94,4,2106.52
14461,149,3,2103.06
14515,18,6,2102.09
17861,4,8,2100.8
15815,64,5,2100.6
13126,5,8,2099.64
12610,23,5,2099.54
16875,68,5,2095.53
17191,29,7,2095.13
18283,4,16,2094.88
14306,52,2,2093.32
17490,1,7,2092.32
13571,13,12,2092.32
13297,8,4,2089.85
18044,5,10,2088.6
14810,41,11,2087.88
16954,1,9,2085.08
18231,193,5,2083.27
14696,5,7,2078.95
14209,11,6,2073.43
18241,10,17,2073.09
18219,3,10,2069.77
14482,19,6,2068.15
12948,17,7,2064.95
12928,36,5,2062.7
16281,73,1,2062.06
14409,72,6,2059.45
12518,1,5,2056.89
17667,67,5,2055.5099999999998
14188,31,6,2054.36
16150,43,5,2053.02
17086,8,6,2050.08
17612,54,6,2048.45
14232,43,5,2048.07
17625,19,4,2047.0
13495,8,5,2044.87
17597,214,1,2044.3700000000001
17090,5,7,2043.95
13450,27,6,2043.72
14001,46,3,2043.08
12585,235,2,2040.1
13593,109,5,2037.08
18069,27,5,2036.67
17846,86,1,2033.1
13630,6,7,2031.78
16409,37,5,2028.88
17337,152,4,2027.8700000000001
16358,2,4,2027.5
14544,25,2,2024.45
15341,81,1,2020.52
14506,18,5,2012.17
15531,9,2,2007.44
15372,138,1,2007.4
16098,88,7,2005.6299999999999
14730,2,8,2005.06
14217,2,17,2004.98
14462,67,11,2004.02
17082,34,2,2003.85
16754,373,1,2002.4
15493,33,5,2001.8
18188,16,3,2001.04
13305,5,10,2000.86
16698,227,2,1998.0
17827,6,5,1995.46
18204,72,3,1993.7
17679,53,2,1992.1100000000001
17088,29,4,1991.01
13246,19,6,1987.3
13590,12,6,1981.92
13725,50,8,1980.56
17422,17,6,1979.37
16341,25,4,1971.87
17997,75,8,1970.67
12674,39,4,1970.6
17790,27,14,1965.55
17218,5,10,1960.72
15351,13,7,1960.11
14498,43,5,1957.32
12853,135,6,1957.1
17554,2,5,1952.45
14533,25,7,1949.72
14653,2,7,1947.55
15814,17,4,1945.33
15518,65,8,1942.45
14418,4,3,1937.25
14472,104,8,1936.84
15864,23,6,1936.32
15157,4,3,1936.07
12528,10,6,1933.48
14655,9,4,1932.23
14978,73,5,1931.42
16983,13,7,1931.25
13094,22,12,1927.32
16942,13,9,1920.5900000000001
15021,9,9,1914.82
17368,24,8,1912.67
14285,22,4,1910.01
16426,3,10,1908.25
17228,16,8,1906.09
14210,106,6,1905.84
15819,50,4,1905.45
14250,8,3,1904.05
12762,8,2,1898.52
17463,17,5,1896.41
17870,3,12,1894.35
14934,82,2,1890.94
12371,45,2,1887.96
15641,106,4,1887.2
16170,51,6,1885.05
13890,2,10,1883.81
16128,18,5,1880.22
17738,20,4,1879.05
15367,58,4,1877.59
17293,9,9,1875.1100000000001
16986,30,2,1873.2
13982,40,4,1871.81
16474,8,7,1871.5
17469,17,5,1870.97
16841,37,6,1869.82
14524,32,9,1867.68
17787,153,4,1865.19
16201,4,4,1863.47
14887,80,1,1862.0
12423,1,8,1859.31
17873,81,5,1859.1599999999999
14305,72,3,1858.96
12963,9,8,1856.6299999999999
16979,4,6,1852.0
13421,41,2,1851.08
12383,185,5,1850.56
12381,5,5,1845.31
17519,18,6,1844.02
18180,5,6,1843.75
12950,3,3,1843.0
17015,29,3,1842.56
16102,43,3,1842.1399999999999
16455,64,7,1841.18
14113,4,4,1840.42
14216,4,4,1839.3
13924,2,6,1838.85
14459,156,1,1837.92
18287,43,3,1837.28
13650,17,6,1836.34
15827,74,14,1836.09
13048,15,4,1835.91
14665,61,5,1835.7
16152,269,1,1829.04
15203,26,6,1827.8
18122,9,6,1826.21
17702,31,4,1824.37
16153,50,5,1824.23
17705,4,9,1823.52
16169,9,4,1822.97
17828,23,4,1820.09
17629,6,8,1814.12
15260,101,7,1810.77
13481,46,5,1804.56
17663,26,7,1802.91
15812,108,5,1801.14
16249,53,5,1800.07
13562,82,3,1799.3300000000002
13196,12,4,1797.78
17750,6,9,1797.57
17648,61,4,1797.5
12348,76,4,1797.24
18235,72,3,1796.48
13134,86,4,1793.58
18179,10,6,1793.17
13510,2,4,1791.56
16719,15,7,1790.42
12523,20,11,1789.77
14215,12,6,1789.72
14621,2,5,1788.36
13875,54,5,1786.79
14608,5,4,1785.15
14935,298,1,1784.71
15050,26,3,1782.09
16380,62,1,1780.59
15220,52,6,1778.96
17092,51,4,1777.78
12645,34,4,1775.18
17754,1,5,1772.26
15594,16,5,1771.78
15473,15,7,1771.2
17813,15,5,1770.88
14387,33,3,1770.56
16681,73,6,1770.34
13456,18,6,1766.72
15950,32,4,1765.51
16751,31,1,1764.72
12424,163,2,1760.96
12823,75,5,1759.5
12349,19,1,1757.55
15241,67,8,1756.44
16359,8,9,1750.92
13564,145,3,1749.02
13808,6,5,1747.66
15067,79,3,1744.76
13157,50,4,1741.22
14595,20,6,1740.6
17930,36,5,1740.48
17353,130,2,1740.0
17457,127,5,1737.7
14673,4,5,1736.4
17043,33,4,1735.18
16791,30,7,1721.78
17451,2,7,1721.3999999999999
14834,18,6,1720.3
15267,23,5,1717.36
17162,29,10,1715.46
13763,64,1,1714.96
17147,23,4,1714.59
14441,1,4,1712.8899999999999
12405,149,1,1710.3899999999999
15947,83,1,1708.24
12407,50,5,1708.12
16902,117,1,1706.88
15240,45,5,1706.57
16398,155,2,1705.8
17282,131,3,1703.41
12843,66,8,1702.26
16007,48,4,1701.94
13184,15,10,1701.29
17193,36,7,1699.3
13824,33,5,1698.94
16775,11,11,1695.66
12764,317,1,1693.88
14245,220,2,1693.45
15549,78,3,1693.26
16813,9,10,1692.98
16671,29,3,1692.27
15380,9,5,1690.26
17152,195,3,1689.5
12635,90,2,1689.18
13162,123,4,1688.29
13577,26,4,1687.6000000000001
16638,23,10,1680.72
13647,10,4,1678.1200000000001
13149,15,4,1676.06
17656,74,5,1674.69
16115,10,8,1667.97
12912,3,5,1662.3
12530,60,4,1662.28
13012,10,8,1661.84
15214,2,8,1661.44
15024,10,10,1661.33
15332,367,4,1661.06
12967,359,2,1660.9
14045,110,4,1659.75
15953,16,8,1659.3799999999999
15826,57,3,1654.31
14573,180,9,1653.42
17284,61,6,1652.58
16711,4,5,1651.03
14837,90,4,1649.5
13750,54,5,1647.26
12657,12,4,1643.18
15002,116,4,1641.76
13627,60,5,1638.47
12398,46,1,1635.6599999999999
15122,115,3,1633.78
14164,71,2,1631.77
17673,2,6,1629.12
12377,316,2,1628.12
16515,53,5,1627.13
14759,5,3,1625.97
16987,4,7,1625.05
13425,109,3,1624.21
15172,9,5,1624.05
14937,57,3,1621.88
17101,11,4,1621.73
14178,9,7,1620.93
16801,164,4,1619.73
18161,16,5,1618.69
14336,17,4,1614.91
16992,11,5,1614.31
15791,44,2,1612.69
14312,47,6,1611.59
13614,25,4,1610.46
14918,116,2,1610.15
12868,186,6,1607.06
16817,3,9,1604.75
12947,144,6,1603.99
16466,34,7,1603.46
14719,2,5,1602.1299999999999
14587,19,9,1601.14
15660,26,9,1600.86
16496,9,3,1599.52
13850,130,1,1595.48
17837,43,8,1593.38
16332,29,7,1593.2
16676,34,4,1592.12
14970,69,4,1592.06
15611,10,13,1591.45
18178,129,4,1590.81
14442,205,2,1589.82
12393,73,4,1582.6
15532,26,4,1580.93
12607,61,1,1579.51
13814,93,2,1579.12
