CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
14796.0,2,17,8022.49,4,4,4,444
12428.0,26,9,7956.46,3,4,4,344
15290.0,5,18,7943.22,4,4,4,444
14849.0,22,25,7930.54,3,4,4,344
12757.0,16,13,7857.1,4,4,4,444
17811.0,5,39,7837.73,4,4,4,444
13093.0,276,8,7832.47,1,4,4,144
12435.0,80,2,7829.889999999999,2,2,4,224
13629.0,24,11,7792.36,3,4,4,344
15044.0,20,17,7700.23,3,4,4,344
15194.0,4,15,7616.53,4,4,4,444
18172.0,15,20,7561.68,4,4,4,444
13263.0,2,35,7454.07,4,4,4,444
12474.0,18,18,7375.79,4,4,4,444
12980.0,158,9,7374.9,1,4,4,144
15465.0,20,18,7354.62,3,4,4,344
17396.0,40,8,7330.8,3,4,4,344
12583.0,3,15,7281.38,4,4,4,444
13018.0,17,28,7277.7,4,4,4,444
18229.0,12,20,7276.9,4,4,4,444
16923.0,13,19,7247.61,4,4,4,444
16729.0,39,21,7239.92,3,4,4,344
16745.0,87,17,7194.3,2,4,4,244
16873.0,5,6,7123.62,4,4,4,444
13324.0,37,10,7121.95,3,4,4,344
13985.0,5,15,7060.13,4,4,4,444
14961.0,11,9,7044.68,4,4,4,444
12766.0,4,7,6989.63,4,4,4,444
12798.0,11,3,6977.04,4,3,4,434
12989.0,4,15,6924.11,4,4,4,444
16713.0,19,15,6923.13,3,4,4,344
13027.0,114,6,6912.0,2,4,4,244
16187.0,32,15,6911.44,3,4,4,344
17416.0,30,7,6893.42,3,4,4,344
12705.0,16,9,6868.29,4,4,4,444
12476.0,16,11,6816.42,4,4,4,444
12830.0,38,6,6814.64,3,4,4,344
15023.0,4,11,6802.76,4,4,4,444
18055.0,8,10,6784.19,4,4,4,444
15601.0,12,14,6776.56,4,4,4,444
16652.0,59,7,6773.97,2,4,4,244
16532.0,18,3,6748.8,4,3,4,434
13576.0,11,18,6717.34,4,4,4,444
16746.0,5,18,6697.66,4,4,4,444
15249.0,32,13,6688.46,3,4,4,344
16353.0,4,23,6675.71,4,4,4,444
17338.0,18,8,6643.93,4,4,4,444
12626.0,24,9,6620.48,3,4,4,344
16182.0,73,4,6617.65,2,3,4,234
15144.0,9,17,6580.44,4,4,4,444
12472.0,33,7,6572.11,3,4,4,344
16814.0,15,21,6509.1,4,4,4,444
12431.0,36,15,6487.45,3,4,4,344
18223.0,5,14,6484.54,4,4,4,444
15694.0,1,14,6479.4,4,4,4,444
13225.0,4,7,6463.84,4,4,4,444
13102.0,2,24,6424.09,4,4,4,444
13871.0,23,13,6403.25,3,4,4,344
12359.0,58,4,6372.58,2,3,4,234
13668.0,3,21,6363.59,4,4,4,444
13709.0,4,13,6328.05,4,4,4,444
15005.0,16,28,6316.57,4,4,4,444
17315.0,2,38,6292.26,4,4,4,444
16126.0,30,4,6287.77,3,3,4,334
14057.0,24,17,6217.96,3,4,4,344
12357.0,34,1,6207.67,3,1,4,314
14060.0,5,19,6140.42,4,4,4,444
13418.0,12,18,6127.43,4,4,4,444
17509.0,58,8,6115.14,2,4,4,244
15939.0,90,15,6115.01,2,4,4,244
14735.0,4,32,6065.69,4,4,4,444
12637.0,68,8,6021.9,2,4,4,244
13097.0,33,10,6010.42,3,4,4,344
13316.0,38,4,5977.73,3,3,4,334
14101.0,74,6,5976.79,2,4,4,244
15382.0,15,6,5955.71,4,4,4,444
14505.0,18,8,5905.64,4,4,4,444
14415.0,2,13,5900.28,4,4,4,444
14944.0,30,12,5900.25,3,4,4,344
13209.0,31,8,5891.61,3,4,4,344
13534.0,3,25,5870.08,4,4,4,444
13050.0,15,17,5836.86,4,4,4,444
12720.0,3,25,5781.73,4,4,4,444
15218.0,11,11,5756.89,4,4,4,444
17686.0,8,7,5739.46,4,4,4,444
13178.0,27,11,5725.47,3,4,4,344
16553.0,164,12,5719.82,1,4,4,144
13468.0,2,37,5704.97,4,4,4,444
14110.0,4,12,5683.15,4,4,4,444
14049.0,17,4,5681.72,4,3,4,434
17049.0,3,9,5659.9800000000005,4,4,4,444
17716.0,23,11,5655.99,3,4,4,344
13004.0,12,18,5655.91,4,4,4,444
18118.0,11,26,5653.82,4,4,4,444
14688.0,8,21,5630.87,4,4,4,444
17757.0,2,30,5605.29,4,4,4,444
12481.0,23,10,5596.32,3,4,4,344
12839.0,3,14,5591.42,4,4,4,444
16767.0,31,11,5580.6,3,4,4,344
16161.0,2,19,5575.56,4,4,4,444
12539.0,23,4,5568.35,3,3,4,334
15805.0,24,17,5528.48,3,4,4,344
18225.0,4,12,5509.12,4,4,4,444
16609.0,16,7,5493.46,4,4,4,444
16985.0,18,10,5464.12,4,4,4,444
16265.0,10,9,5447.0,4,4,4,444
18198.0,5,17,5425.56,4,4,4,444
12490.0,6,10,5417.93,4,4,4,444
17809.0,17,12,5411.91,4,4,4,444
16701.0,9,13,5398.3,4,4,4,444
17719.0,38,15,5396.04,3,4,4,344
17850.0,373,34,5391.21,1,4,4,144
16303.0,26,3,5360.63,3,3,4,334
13269.0,2,15,5346.23,4,4,4,444
15150.0,18,10,5314.47,4,4,4,444
17730.0,4,13,5298.48,4,4,4,444
17061.0,74,11,5232.23,2,4,4,244
18226.0,45,11,5228.05,3,4,4,344
12362.0,4,10,5226.23,4,4,4,444
15046.0,10,15,5213.77,4,4,4,444
16258.0,46,5,5203.51,3,3,4,334
13756.0,3,14,5189.52,4,4,4,444
16191.0,3,13,5180.52,4,4,4,444
15727.0,17,7,5178.96,4,4,4,444
17858.0,6,12,5155.66,4,4,4,444
13599.0,2,21,5153.67,4,4,4,444
15903.0,10,7,5126.76,4,4,4,444
13941.0,22,5,5112.96,3,3,4,334
17602.0,3,6,5102.97,4,4,4,444
16700.0,9,13,5076.55,4,4,4,444
14562.0,4,18,5074.77,4,4,4,444
15301.0,51,12,5070.35,3,4,4,344
13139.0,17,7,5064.9400000000005,4,4,4,444
12432.0,43,5,5059.32,3,3,4,334
15719.0,33,13,5045.61,3,4,4,344
17426.0,9,6,5037.26,4,4,4,444
14329.0,18,7,5014.84,4,4,4,444
14755.0,10,11,5010.28,4,4,4,444
12444.0,22,5,5005.46,3,3,4,334
15032.0,257,3,4959.1,1,3,4,134
15547.0,8,14,4954.84,4,4,4,444
12437.0,2,18,4951.41,4,4,4,444
12700.0,8,4,4939.99,4,3,4,434
15786.0,47,3,4932.2,3,3,4,334
14709.0,16,13,4921.04,4,4,4,444
17133.0,16,7,4892.24,4,4,4,444
12664.0,9,9,4881.88,4,4,4,444
12688.0,114,1,4873.81,2,1,4,214
14292.0,8,9,4871.93,4,4,4,444
17652.0,26,12,4867.72,3,4,4,344
15738.0,19,16,4812.42,3,4,4,344
13013.0,2,13,4810.94,4,4,4,444
15555.0,13,16,4805.17,4,4,4,444
17365.0,13,8,4801.56,4,4,4,444
15298.0,3,12,4799.9,4,4,4,444
15187.0,2,16,4777.18,4,4,4,444
17690.0,31,15,4757.95,3,4,4,344
12955.0,2,11,4757.16,4,4,4,444
14180.0,11,25,4748.52,4,4,4,444
15152.0,10,13,4745.69,4,4,4,444
16722.0,18,13,4730.81,4,4,4,444
12714.0,10,5,4708.86,4,3,4,434
14159.0,20,11,4693.01,3,4,4,344
14135.0,2,15,4690.31,4,4,4,444
14191.0,2,13,4684.76,4,4,4,444
15291.0,26,15,4668.3,3,4,4,344
14189.0,3,15,4654.08,4,4,4,444
14390.0,11,9,4652.82,4,4,4,444
14286.0,24,3,4628.75,3,3,4,334
16931.0,6,21,4604.22,4,4,4,444
13802.0,139,3,4599.42,2,3,4,234
15093.0,19,6,4597.02,3,4,4,344
14004.0,44,7,4582.64,3,4,4,344
17613.0,23,14,4559.15,3,4,4,344
17068.0,13,21,4552.14,4,4,4,444
12484.0,33,6,4541.72,3,4,4,344
13267.0,3,19,4521.49,4,4,4,444
15299.0,68,7,4507.01,2,4,4,244
17975.0,16,13,4488.81,4,4,4,444
12524.0,10,8,4485.72,4,4,4,444
14426.0,24,10,4481.67,3,4,4,344
16984.0,89,2,4481.35,2,2,4,224
17364.0,1,11,4481.18,4,4,4,444
12627.0,11,7,4478.53,4,4,4,444
14085.0,3,18,4448.54,4,4,4,444
14534.0,3,18,4447.05,4,4,4,444
13069.0,1,24,4436.12,4,4,4,444
15955.0,25,14,4416.26,3,4,4,344
16626.0,1,17,4413.1,4,4,4,444
15874.0,64,7,4405.88,2,4,4,244
12712.0,29,13,4396.13,3,4,4,344
13505.0,73,4,4393.63,2,3,4,234
12752.0,82,1,4366.78,2,1,4,214
16945.0,22,19,4345.5,3,4,4,344
14016.0,162,4,4341.21,1,3,4,134
14800.0,48,12,4339.74,3,4,4,344
14525.0,20,9,4332.2,3,4,4,344
17567.0,8,8,4331.48,4,4,4,444
18251.0,88,1,4314.72,2,1,4,214
12347.0,3,7,4310.0,4,4,4,444
15034.0,16,8,4308.61,4,4,4,444
17937.0,9,7,4301.22,4,4,4,444
14422.0,1,6,4263.64,4,4,4,444
12500.0,24,11,4257.82,3,4,4,344
17419.0,12,12,4226.57,4,4,4,444
14277.0,16,3,4216.2,4,3,4,434
15804.0,1,13,4206.39,4,4,4,444
17920.0,5,17,4204.1,4,4,4,444
15971.0,18,12,4199.85,4,4,4,444
12747.0,3,11,4196.01,4,4,4,444
14146.0,9,5,4191.0,4,3,4,434
18041.0,12,21,4183.39,4,4,4,444
12949.0,31,8,4167.22,3,4,4,344
15570.0,8,12,4165.52,4,4,4,444
16549.0,11,10,4154.64,4,4,4,444
13384.0,31,7,4151.93,3,4,4,344
13555.0,74,4,4149.28,2,3,4,234
13988.0,20,6,4147.96,3,4,4,344
15514.0,13,11,4139.46,4,4,4,444
12569.0,3,32,4124.69,4,4,4,444
16592.0,5,16,4113.68,4,4,4,444
17940.0,50,10,4106.4400000000005,3,4,4,344
17377.0,24,20,4100.92,3,4,4,344
16401.0,2,12,4098.32,4,4,4,444
16670.0,17,11,4095.9,4,4,4,444
12749.0,4,5,4090.88,4,3,4,434
14092.0,8,14,4076.91,4,4,4,444
12449.0,23,4,4067.29,3,3,4,334
18087.0,99,2,4055.72,2,2,4,224
14401.0,5,13,4051.48,4,4,4,444
12656.0,18,5,4051.17,4,3,4,434
12867.0,27,7,4036.82,3,4,4,344
13815.0,23,4,4027.36,3,3,4,334
12841.0,5,25,4022.35,4,4,4,444
12957.0,10,8,4017.54,4,4,4,444
12378.0,130,1,4008.62,2,1,4,214
14547.0,4,8,4007.54,4,4,4,444
16186.0,23,12,4006.94,3,4,4,344
17769.0,13,10,3997.98,4,4,4,444
15529.0,23,11,3995.23,3,4,4,344
17001.0,1,11,3989.57,4,4,4,444
15416.0,65,4,3984.32,2,3,4,234
17611.0,8,15,3984.22,4,4,4,444
12779.0,38,8,3981.36,3,4,4,344
12727.0,11,7,3980.7,4,4,4,444
14299.0,9,9,3965.62,4,4,4,444
13523.0,34,5,3964.88,3,3,4,334
13183.0,8,9,3957.78,4,4,4,444
17651.0,12,10,3945.0,4,4,4,444
12473.0,30,5,3938.55,3,3,4,334
17593.0,4,5,3927.34,4,3,4,434
14739.0,5,7,3902.28,4,4,4,444
13999.0,11,12,3901.81,4,4,4,444
14291.0,2,11,3883.25,4,4,4,444
18073.0,115,12,3877.52,2,4,4,244
13124.0,90,3,3866.33,2,3,4,234
15195.0,3,1,3861.0,4,1,4,414
16717.0,24,6,3858.38,3,4,4,344
12662.0,1,11,3849.78,4,4,4,444
16327.0,15,6,3844.22,4,4,4,444
13266.0,12,12,3834.26,4,4,4,444
17091.0,3,9,3827.76,4,4,4,444
15867.0,6,15,3812.64,4,4,4,444
12755.0,281,2,3811.95,1,2,4,124
12597.0,20,4,3811.22,3,3,4,334
13435.0,6,7,3809.89,4,4,4,444
12668.0,12,4,3807.15,4,3,4,434
16145.0,9,11,3799.49,4,4,4,444
16655.0,18,6,3794.52,4,4,4,444
16168.0,11,27,3787.6,4,4,4,444
16019.0,47,9,3786.24,3,4,4,344
12562.0,9,7,3781.74,4,4,4,444
17173.0,6,8,3766.6,4,4,4,444
16904.0,5,16,3754.27,4,4,4,444
12429.0,10,4,3750.4,4,3,4,434
17238.0,3,17,3744.65,4,4,4,444
14145.0,47,4,3742.2,3,3,4,334
13552.0,67,12,3740.07,2,4,4,244
16570.0,16,10,3738.4,4,4,4,444
15808.0,307,4,3734.97,1,3,4,134
14282.0,4,15,3729.34,4,4,4,444
12502.0,96,5,3723.87,2,3,4,234
12647.0,23,12,3722.82,3,4,4,344
13680.0,2,4,3722.42,4,3,4,434
16240.0,25,2,3718.8,3,2,4,324
14364.0,109,8,3717.35,2,4,4,244
15845.0,18,8,3711.77,4,4,4,444
15622.0,44,9,3709.56,3,4,4,344
13148.0,30,12,3707.12,3,4,4,344
17819.0,72,7,3704.87,2,4,4,244
15379.0,170,7,3703.29,1,4,4,144
12553.0,9,10,3692.28,4,4,4,444
16253.0,67,2,3683.86,2,2,4,224
15581.0,121,13,3679.97,2,4,4,244
15296.0,51,6,3672.86,3,4,4,344
18079.0,46,4,3651.97,3,3,4,334
13137.0,11,8,3650.41,4,4,4,444
12417.0,4,9,3649.1,4,4,4,444
16712.0,10,11,3645.43,4,4,4,444
13426.0,1,10,3641.32,4,4,4,444
12619.0,17,9,3641.24,4,4,4,444
16440.0,8,5,3640.67,4,3,4,434
13381.0,32,6,3639.31,3,4,4,344
17230.0,265,8,3638.41,1,4,4,144
14543.0,29,16,3630.33,3,4,4,344
17528.0,2,8,3628.5,4,4,4,444
13327.0,39,8,3627.77,3,4,4,344
13520.0,59,6,3624.35,2,4,4,244
17576.0,9,19,3622.68,4,4,4,444
14040.0,41,12,3614.92,3,4,4,344
13082.0,127,9,3613.63,2,4,4,244
15505.0,53,5,3610.96,2,3,4,234
15113.0,10,3,3609.33,4,3,4,434
16242.0,9,7,3603.21,4,4,4,444
15484.0,2,4,3594.31,4,3,4,434
14132.0,3,11,3586.03,4,4,4,444
17203.0,36,6,3563.85,3,4,4,344
17491.0,2,10,3558.87,4,4,4,444
15544.0,10,9,3546.71,4,4,4,444
12370.0,52,4,3545.69,2,3,4,234
14503.0,4,6,3543.26,4,4,4,444
13448.0,17,6,3539.37,4,4,4,444
13334.0,83,3,3536.82,2,3,4,234
12454.0,57,1,3528.34,2,1,4,214
17160.0,32,6,3518.03,3,4,4,344
13953.0,8,7,3515.68,4,4,4,444
16360.0,5,6,3512.53,4,4,4,444
14395.0,3,9,3507.71,4,4,4,444
16131.0,52,6,3506.54,2,4,4,244
14907.0,4,7,3501.1,4,4,4,444
16458.0,3,18,3482.74,4,4,4,444
13993.0,43,9,3466.36,3,4,4,344
13014.0,11,10,3466.28,4,4,4,444
17758.0,20,8,3456.7,3,4,4,344
15410.0,85,8,3450.84,2,4,4,244
13536.0,2,7,3448.29,4,4,4,444
15129.0,51,11,3447.4,3,4,4,344
15974.0,40,7,3442.15,3,4,4,344
17725.0,17,11,3439.08,4,4,4,444
15676.0,19,3,3435.76,3,3,4,334
14221.0,43,9,3432.8,3,4,4,344
12406.0,23,2,3415.3,3,2,4,324
15981.0,25,8,3408.48,3,4,4,344
13437.0,15,7,3408.06,4,4,4,444
17669.0,43,7,3406.72,3,4,4,344
13198.0,11,6,3401.24,4,4,4,444
15228.0,67,4,3386.71,2,3,4,234
13842.0,59,9,3385.62,2,4,4,244
15708.0,41,7,3364.24,3,4,4,344
16011.0,9,16,3362.71,4,4,4,444
14227.0,27,10,3350.96,3,4,4,344
16818.0,11,11,3349.57,4,4,4,444
16607.0,18,14,3347.71,4,4,4,444
17183.0,8,6,3347.31,4,4,4,444
13015.0,54,5,3346.28,2,3,4,234
12643.0,129,6,3344.64,2,4,4,244
12613.0,58,5,3344.38,2,3,4,234
12594.0,38,10,3338.22,3,4,4,344
16556.0,67,7,3313.79,2,4,4,244
13373.0,61,3,3312.25,2,3,4,234
14841.0,54,6,3295.76,2,4,4,244
14702.0,2,17,3292.14,4,4,4,444
15632.0,16,8,3285.31,4,4,4,444
12480.0,29,4,3281.63,3,3,4,334
15764.0,89,6,3279.97,2,4,4,244
17723.0,128,6,3276.4,2,4,4,244
13952.0,218,2,3251.07,1,2,4,124
13047.0,32,10,3237.54,3,4,4,344
15443.0,2,7,3236.91,4,4,4,444
17050.0,97,6,3228.84,2,4,4,244
14175.0,60,3,3222.3,2,3,4,234
13880.0,22,13,3219.77,3,4,4,344
13268.0,18,11,3214.69,4,4,4,444
14388.0,11,8,3212.84,4,4,4,444
16107.0,18,7,3204.16,4,4,4,444
17220.0,25,14,3198.25,3,4,4,344
13868.0,8,2,3192.54,4,2,4,424
17685.0,17,7,3191.53,4,4,4,444
13758.0,12,7,3190.55,4,4,4,444
14844.0,64,4,3189.81,2,3,4,234
12456.0,45,3,3181.04,3,3,4,334
17672.0,51,2,3178.17,3,2,4,324
17231.0,13,10,3174.32,4,4,4,444
16837.0,32,11,3170.98,3,4,4,344
16041.0,31,3,3166.4,3,3,4,334
15861.0,13,8,3165.36,4,4,4,444
17863.0,60,6,3160.0,2,4,4,244
15065.0,38,4,3158.13,3,3,4,334
14235.0,76,5,3144.86,2,3,4,234
13742.0,17,12,3131.02,4,4,4,444
16156.0,9,9,3122.04,4,4,4,444
13685.0,3,7,3119.44,4,4,4,444
16326.0,6,14,3110.96,4,4,4,444
16678.0,3,12,3109.99,4,4,4,444
13869.0,124,4,3104.95,2,3,4,234
14099.0,17,11,3104.17,4,4,4,444
16905.0,6,7,3102.43,4,4,4,444
15491.0,96,6,3100.09,2,4,4,244
14257.0,65,5,3099.72,2,3,4,234
14565.0,96,4,3099.12,2,3,4,234
13135.0,197,1,3096.0,1,1,4,114
17059.0,30,5,3095.04,3,3,4,334
13362.0,10,4,3090.74,4,3,4,434
15998.0,37,5,3089.97,3,3,4,334
16218.0,30,7,3084.68,3,4,4,344
18272.0,3,6,3078.58,4,4,4,444
12910.0,24,8,3075.04,3,4,4,344
13631.0,100,11,3070.42,2,4,4,244
16686.0,48,7,3062.83,3,4,4,344
14456.0,6,9,3062.4,4,4,4,444
17799.0,23,10,3055.93,3,4,4,344
16940.0,53,3,3049.88,2,3,4,234
16393.0,3,13,3046.21,4,4,4,444
16709.0,85,5,3029.87,2,3,4,234
12598.0,10,8,3023.08,4,4,4,444
12395.0,20,12,3018.63,3,4,4,344
18094.0,82,7,3017.3,2,4,4,244
12754.0,236,3,3010.74,1,3,4,134
12916.0,139,4,3006.15,2,3,4,234
15521.0,41,8,3000.2,3,4,4,344
17659.0,18,12,2999.46,4,4,4,444
17504.0,207,9,2997.03,1,4,4,144
12670.0,11,5,2996.05,4,3,4,434
14307.0,89,6,2995.72,2,4,4,244
15687.0,9,9,2993.1,4,4,4,444
14639.0,53,6,2984.49,2,4,4,244
13451.0,27,5,2976.15,3,3,4,334
14032.0,3,11,2975.59,4,4,4,444
15854.0,5,12,2974.65,4,4,4,444
16497.0,50,6,2965.69,3,4,4,344
17924.0,12,7,2962.5,4,4,4,444
14868.0,4,8,2953.59,4,4,4,444
17084.0,36,2,2949.75,3,2,4,324
17444.0,148,3,2940.04,1,3,4,134
16316.0,65,8,2938.91,2,4,4,244
14530.0,26,6,2925.91,3,4,4,344
17512.0,29,10,2924.99,3,4,4,344
15606.0,62,9,2920.16,2,4,4,244
12906.0,12,5,2919.81,4,3,4,434
14112.0,23,7,2915.15,3,4,4,344
12438.0,15,2,2906.85,4,2,4,424
17644.0,2,11,2895.64,4,4,4,444
18144.0,8,12,2888.75,4,4,4,444
12408.0,33,5,2888.55,3,3,4,334
13735.0,25,4,2885.24,3,3,4,334
16633.0,18,6,2883.1,4,4,4,444
15673.0,89,4,2881.02,2,3,4,234
14251.0,2,5,2879.7,4,3,4,434
17728.0,4,3,2876.01,4,3,4,434
14005.0,10,5,2874.72,4,3,4,434
15628.0,5,9,2870.24,4,4,4,444
14711.0,11,11,2868.8,4,4,4,444
13901.0,73,5,2867.2,2,3,4,234
14535.0,61,3,2864.19,2,3,4,234
12685.0,29,6,2863.08,3,4,4,344
18145.0,13,4,2861.55,4,3,4,434
16928.0,81,17,2847.6,2,4,4,244
15984.0,3,10,2837.67,4,4,4,444
14852.0,59,6,2836.69,2,4,4,244
14572.0,4,7,2832.84,4,4,4,444
17596.0,24,7,2827.93,3,4,4,344
14842.0,44,4,2824.69,3,3,4,334
13174.0,17,3,2817.03,4,3,4,434
16871.0,23,6,2812.34,3,4,4,344
12356.0,23,3,2811.43,3,3,4,334
14903.0,22,5,2810.63,3,4,4,344
18230.0,10,7,2810.2,4,4,4,444
13230.0,5,14,2806.97,4,4,4,444
16081.0,57,5,2806.9,2,4,4,244
16764.0,4,13,2799.25,4,4,4,444
15993.0,9,7,2797.57,4,4,4,444
13769.0,3,10,2796.51,4,4,4,444
12578.0,22,2,2794.51,3,2,4,324
12758.0,117,2,2791.59,2,2,4,224
17739.0,12,7,2791.35,4,4,4,444
14626.0,24,4,2791.27,3,3,4,334
17213.0,41,7,2781.23,3,4,4,344
12388.0,16,6,2780.66,4,4,4,444
14121.0,4,4,2780.15,4,3,4,434
17838.0,27,5,2779.3,3,4,4,344
13870.0,3,8,2770.94,4,4,4,444
15356.0,32,10,2766.5,3,4,4,344
15114.0,31,10,2760.56,3,4,4,344
14854.0,79,7,2759.83,2,4,4,244
13971.0,19,8,2758.26,3,4,4,344
15321.0,71,3,2748.31,2,3,4,234
12669.0,151,3,2744.03,1,3,4,134
14808.0,40,8,2741.17,3,4,4,344
14125.0,11,3,2740.43,4,3,4,434
15696.0,34,8,2736.46,3,4,4,344
16938.0,9,4,2736.38,4,3,4,434
16003.0,30,5,2735.37,3,4,4,344
12840.0,144,4,2726.77,1,3,4,134
12380.0,22,4,2724.81,3,3,4,334
