,CustomerID,InvoiceNo,TotalPrice,AvgOrderValue
178,,540556,379.84,1229.1853221288516
179,,540646,2312.89,1229.1853221288516
180,,540681,1787.82,1229.1853221288516
181,,540685,10.05,1229.1853221288516
182,,540821,3195.78,1229.1853221288516
183,,540828,145.34,1229.1853221288516
184,,540832,5032.29,1229.1853221288516
185,,540833,0.65,1229.1853221288516
186,,540836,12.75,1229.1853221288516
187,,540848,3808.77,1229.1853221288516
188,,540973,14.899999999999999,1229.1853221288516
189,,540977,3716.17,1229.1853221288516
190,,540995,2700.92,1229.1853221288516
191,,541104,2751.16,1229.1853221288516
192,,541118,1.25,1229.1853221288516
193,,541127,191.1,1229.1853221288516
194,,541128,243.3,1229.1853221288516
195,,541129,273.26,1229.1853221288516
196,,541130,739.97,1229.1853221288516
197,,541131,629.41,1229.1853221288516
198,,541132,483.35,1229.1853221288516
199,,541133,466.64,1229.1853221288516
200,,541219,3134.28,1229.1853221288516
201,,541221,1883.57,1229.1853221288516
202,,541412,5.95,1229.1853221288516
203,,541421,4106.84,1229.1853221288516
204,,541422,2555.13,1229.1853221288516
205,,541423,3237.88,1229.1853221288516
206,,541424,2829.87,1229.1853221288516
207,,541493,1933.95,1229.1853221288516
208,,541494,8.31,1229.1853221288516
209,,541495,386.21,1229.1853221288516
210,,541496,403.15,1229.1853221288516
211,,541497,2418.26,1229.1853221288516
212,,541506,478.64,1229.1853221288516
213,,541507,277.11,1229.1853221288516
214,,541508,615.18,1229.1853221288516
215,,541516,1868.1299999999999,1229.1853221288516
216,,541584,405.36,1229.1853221288516
217,,541592,3882.43,1229.1853221288516
218,,541607,29.43,1229.1853221288516
219,,541652,5.5,1229.1853221288516
220,,541692,25.0,1229.1853221288516
221,,541695,3323.19,1229.1853221288516
222,,541696,2619.14,1229.1853221288516
223,,541809,2007.44,1229.1853221288516
224,,541810,524.1800000000001,1229.1853221288516
225,,541811,672.86,1229.1853221288516
226,,541827,3388.21,1229.1853221288516
227,,541830,1767.85,1229.1853221288516
228,,541869,883.8299999999999,1229.1853221288516
229,,541870,733.53,1229.1853221288516
230,,541871,842.66,1229.1853221288516
231,,541878,653.95,1229.1853221288516
232,,541879,301.3,1229.1853221288516
233,,541969,1363.66,1229.1853221288516
234,,541971,865.63,1229.1853221288516
235,,541975,2439.76,1229.1853221288516
236,,541982,17.1,1229.1853221288516
237,,541993,604.37,1229.1853221288516
238,,541999,1569.03,1229.1853221288516
239,,542109,1816.6299999999999,1229.1853221288516
240,,542115,920.9,1229.1853221288516
241,,542127,12.75,1229.1853221288516
242,,542135,13.55,1229.1853221288516
243,,542136,0.84,1229.1853221288516
244,,542137,20.1,1229.1853221288516
245,,542252,709.89,1229.1853221288516
246,,542253,2.85,1229.1853221288516
247,,542255,1718.73,1229.1853221288516
248,,542344,1563.96,1229.1853221288516
249,,542387,9.85,1229.1853221288516
250,,542536,1264.34,1229.1853221288516
251,,542541,1551.56,1229.1853221288516
252,,542594,1.25,1229.1853221288516
253,,542622,1321.39,1229.1853221288516
254,,542624,677.4300000000001,1229.1853221288516
255,,542625,701.71,1229.1853221288516
256,,542633,661.42,1229.1853221288516
257,,542664,1460.33,1229.1853221288516
258,,542794,669.46,1229.1853221288516
259,,542849,76.45,1229.1853221288516
260,,542867,134.48,1229.1853221288516
261,,542871,21.0,1229.1853221288516
262,,542906,1757.1,1229.1853221288516
263,,542936,161.56,1229.1853221288516
264,,542997,395.90999999999997,1229.1853221288516
265,,542998,587.25,1229.1853221288516
266,,542999,523.31,1229.1853221288516
267,,543000,1047.17,1229.1853221288516
268,,543013,1340.77,1229.1853221288516
269,,543018,15.0,1229.1853221288516
270,,543097,1295.83,1229.1853221288516
271,,543171,893.25,1229.1853221288516
272,,543172,614.84,1229.1853221288516
273,,543182,1747.83,1229.1853221288516
274,,543200,629.56,1229.1853221288516
275,,543201,687.72,1229.1853221288516
276,,543237,2461.98,1229.1853221288516
277,,543263,12.7,1229.1853221288516
278,,543345,1229.32,1229.1853221288516
279,,543358,1294.78,1229.1853221288516
280,,543383,7.95,1229.1853221288516
281,,543385,7.95,1229.1853221288516
282,,543399,1211.45,1229.1853221288516
283,,543448,2347.39,1229.1853221288516
284,,543450,463.65999999999997,1229.1853221288516
285,,543451,605.97,1229.1853221288516
286,,543460,10.2,1229.1853221288516
287,,543461,498.96,1229.1853221288516
288,,543467,1644.26,1229.1853221288516
289,,543530,1275.78,1229.1853221288516
290,,543532,937.55,1229.1853221288516
291,,543533,1001.27,1229.1853221288516
292,,543536,48.22,1229.1853221288516
293,,543544,49.08,1229.1853221288516
294,,543546,1459.9,1229.1853221288516
295,,543629,697.9499999999999,1229.1853221288516
296,,543660,1239.43,1229.1853221288516
297,,543713,2053.0,1229.1853221288516
298,,543732,951.01,1229.1853221288516
299,,543751,11.2,1229.1853221288516
300,,543753,7.5,1229.1853221288516
301,,543762,6.550000000000001,1229.1853221288516
302,,543796,4.95,1229.1853221288516
303,,543826,1434.66,1229.1853221288516
304,,543899,1096.14,1229.1853221288516
305,,543909,1101.82,1229.1853221288516
306,,543916,47.75,1229.1853221288516
307,,543920,8.5,1229.1853221288516
308,,543922,10.65,1229.1853221288516
309,,543985,873.79,1229.1853221288516
310,,544082,2.09,1229.1853221288516
311,,544085,5.45,1229.1853221288516
312,,544088,14.2,1229.1853221288516
313,,544089,1195.56,1229.1853221288516
314,,544186,1449.8799999999999,1229.1853221288516
315,,544201,680.82,1229.1853221288516
316,,544202,565.54,1229.1853221288516
317,,544204,422.03,1229.1853221288516
318,,544205,746.49,1229.1853221288516
319,,544206,627.56,1229.1853221288516
320,,544207,634.67,1229.1853221288516
321,,544208,480.0,1229.1853221288516
322,,544214,3055.62,1229.1853221288516
323,,544323,1429.07,1229.1853221288516
324,,544324,15.9,1229.1853221288516
325,,544325,2.95,1229.1853221288516
326,,544326,20.75,1229.1853221288516
327,,544333,16.48,1229.1853221288516
328,,544418,5.58,1229.1853221288516
329,,544431,3.2,1229.1853221288516
330,,544434,1736.06,1229.1853221288516
331,,544438,0.85,1229.1853221288516
332,,544468,910.78,1229.1853221288516
333,,544469,100.3,1229.1853221288516
334,,544595,14.850000000000001,1229.1853221288516
335,,544598,981.51,1229.1853221288516
336,,544599,1579.58,1229.1853221288516
337,,544681,1537.91,1229.1853221288516
338,,544684,1799.96,1229.1853221288516
339,,544766,542.09,1229.1853221288516
340,,544767,370.82,1229.1853221288516
341,,544768,490.6,1229.1853221288516
342,,544770,464.91999999999996,1229.1853221288516
343,,544771,598.96,1229.1853221288516
344,,544772,559.72,1229.1853221288516
345,,544773,4.65,1229.1853221288516
346,,544776,2695.09,1229.1853221288516
347,,544812,1806.73,1229.1853221288516
348,,544820,9.95,1229.1853221288516
349,,544927,0.85,1229.1853221288516
350,,544928,1336.1,1229.1853221288516
351,,544938,186.95,1229.1853221288516
352,,545024,304.73,1229.1853221288516
353,,545025,545.87,1229.1853221288516
354,,545027,1180.5,1229.1853221288516
355,,545078,899.96,1229.1853221288516
356,,545160,48.0,1229.1853221288516
357,,545176,764.12,1229.1853221288516
358,,545215,1995.37,1229.1853221288516
359,,545216,1520.38,1229.1853221288516
360,,545217,1420.78,1229.1853221288516
361,,545230,55.36,1229.1853221288516
362,,545299,4.95,1229.1853221288516
363,,545315,231.06,1229.1853221288516
364,,545316,116.78999999999999,1229.1853221288516
365,,545317,580.41,1229.1853221288516
366,,545333,1734.52,1229.1853221288516
367,,545424,3.8,1229.1853221288516
368,,545464,1749.57,1229.1853221288516
369,,545568,1799.3799999999999,1229.1853221288516
370,,545581,733.78,1229.1853221288516
371,,545584,7.95,1229.1853221288516
372,,545586,44.85,1229.1853221288516
373,,545667,1397.75,1229.1853221288516
374,,545703,7.95,1229.1853221288516
375,,545713,5307.65,1229.1853221288516
376,,545714,504.46000000000004,1229.1853221288516
377,,545715,786.23,1229.1853221288516
378,,545716,912.6899999999999,1229.1853221288516
379,,545717,638.94,1229.1853221288516
380,,545827,24.45,1229.1853221288516
381,,545832,17.9,1229.1853221288516
382,,545858,24.0,1229.1853221288516
383,,545895,2092.33,1229.1853221288516
384,,545897,1762.22,1229.1853221288516
385,,546002,2.55,1229.1853221288516
386,,546004,2.55,1229.1853221288516
387,,546007,1273.26,1229.1853221288516
388,,546008,1572.65,1229.1853221288516
389,,546109,33.9,1229.1853221288516
390,,546136,1659.07,1229.1853221288516
391,,546293,67.8,1229.1853221288516
392,,546303,8.62,1229.1853221288516
393,,546306,1587.23,1229.1853221288516
394,,546311,7.9,1229.1853221288516
395,,546312,16.95,1229.1853221288516
396,,546364,190.52,1229.1853221288516
397,,546368,280.67,1229.1853221288516
398,,546388,2676.13,1229.1853221288516
399,,546393,1.95,1229.1853221288516
400,,546406,1429.91,1229.1853221288516
401,,546444,7.35,1229.1853221288516
402,,546539,2.95,1229.1853221288516
403,,546558,2583.76,1229.1853221288516
404,,546648,1794.43,1229.1853221288516
405,,546649,507.29999999999995,1229.1853221288516
406,,546650,431.36,1229.1853221288516
407,,546651,440.90999999999997,1229.1853221288516
408,,546652,664.84,1229.1853221288516
409,,546653,549.52,1229.1853221288516
410,,546654,503.63,1229.1853221288516
411,,546655,411.24,1229.1853221288516
412,,546656,662.9499999999999,1229.1853221288516
413,,546663,7.12,1229.1853221288516
414,,546763,112.85,1229.1853221288516
415,,546779,14.850000000000001,1229.1853221288516
416,,546876,0.84,1229.1853221288516
417,,546884,1546.93,1229.1853221288516
418,,546888,1273.8899999999999,1229.1853221288516
419,,546891,1464.43,1229.1853221288516
420,,546892,1191.71,1229.1853221288516
421,,546896,2398.2,1229.1853221288516
422,,546933,498.79,1229.1853221288516
423,,546949,43.25,1229.1853221288516
424,,546957,51.45,1229.1853221288516
425,,546972,1750.62,1229.1853221288516
426,,546973,461.52,1229.1853221288516
427,,546974,404.64,1229.1853221288516
428,,546976,651.1800000000001,1229.1853221288516
429,,546977,895.2,1229.1853221288516
430,,547006,10.15,1229.1853221288516
431,,547007,1.25,1229.1853221288516
432,,547009,1.25,1229.1853221288516
433,,547025,3.75,1229.1853221288516
434,,547042,1880.11,1229.1853221288516
435,,547082,27.65,1229.1853221288516
436,,547089,160.93,1229.1853221288516
437,,547219,431.6,1229.1853221288516
438,,547224,180.9,1229.1853221288516
439,,547225,7.65,1229.1853221288516
440,,547238,35.92,1229.1853221288516
441,,547239,8.4,1229.1853221288516
442,,547248,1891.3899999999999,1229.1853221288516
443,,547249,1656.3,1229.1853221288516
444,,547250,1940.1299999999999,1229.1853221288516
445,,547364,29.1,1229.1853221288516
446,,547385,1194.37,1229.1853221288516
447,,547386,1504.91,1229.1853221288516
448,,547393,14.25,1229.1853221288516
449,,547396,2162.2599999999998,1229.1853221288516
450,,547397,500.95,1229.1853221288516
451,,547398,540.52,1229.1853221288516
452,,547399,567.6899999999999,1229.1853221288516
453,,547400,449.42,1229.1853221288516
454,,547411,33.9,1229.1853221288516
455,,547547,1254.42,1229.1853221288516
456,,547551,501.09000000000003,1229.1853221288516
457,,547552,723.46,1229.1853221288516
458,,547723,15.85,1229.1853221288516
459,,547788,2526.98,1229.1853221288516
460,,547810,35.17,1229.1853221288516
461,,547830,1513.46,1229.1853221288516
462,,547865,16.95,1229.1853221288516
463,,547901,219.76,1229.1853221288516
464,,547964,1460.08,1229.1853221288516
465,,547967,1491.72,1229.1853221288516
466,,547993,523.15,1229.1853221288516
467,,548162,4225.29,1229.1853221288516
468,,548163,873.05,1229.1853221288516
469,,548164,638.23,1229.1853221288516
470,,548165,577.9300000000001,1229.1853221288516
471,,548166,668.51,1229.1853221288516
472,,548167,767.77,1229.1853221288516
473,,548168,489.28999999999996,1229.1853221288516
474,,548191,1385.1299999999999,1229.1853221288516
475,,548194,1536.03,1229.1853221288516
476,,548203,21627.72,1229.1853221288516
477,,548204,209.3,1229.1853221288516
478,,548219,13.77,1229.1853221288516
479,,548310,212.36,1229.1853221288516
480,,548321,46.2,1229.1853221288516
481,,548322,16.13,1229.1853221288516
482,,548373,1959.65,1229.1853221288516
483,,548384,28.049999999999997,1229.1853221288516
484,,548386,9.25,1229.1853221288516
485,,548390,7.5,1229.1853221288516
486,,548393,4.95,1229.1853221288516
487,,548502,1607.8,1229.1853221288516
488,,548504,1062.1599999999999,1229.1853221288516
489,,548505,922.34,1229.1853221288516
490,,548514,1113.33,1229.1853221288516
491,,548515,1.95,1229.1853221288516
492,,548516,2234.58,1229.1853221288516
493,,548522,1705.13,1229.1853221288516
494,,548562,110.0,1229.1853221288516
495,,548604,53.72,1229.1853221288516
496,,548624,14.43,1229.1853221288516
497,,548653,10.4,1229.1853221288516
498,,548663,863.54,1229.1853221288516
499,,548674,18.7,1229.1853221288516
500,,548692,9.9,1229.1853221288516
501,,548699,24.65,1229.1853221288516
502,,548720,1.25,1229.1853221288516
503,,548893,1908.58,1229.1853221288516
504,,548894,2295.0299999999997,1229.1853221288516
505,,548895,5.15,1229.1853221288516
506,,548901,26.46,1229.1853221288516
507,,548945,14.15,1229.1853221288516
508,,548977,13.85,1229.1853221288516
509,,548994,111.92,1229.1853221288516
510,,548996,104.3,1229.1853221288516
511,,549023,1138.84,1229.1853221288516
512,,549040,2.34,1229.1853221288516
513,,549100,3275.33,1229.1853221288516
514,,549122,23.45,1229.1853221288516
515,,549155,1341.26,1229.1853221288516
516,,549181,12.59,1229.1853221288516
517,,549236,39.4,1229.1853221288516
518,,549295,1633.13,1229.1853221288516
519,,549314,1.95,1229.1853221288516
520,,549524,1439.48,1229.1853221288516
521,,549525,1053.98,1229.1853221288516
522,,549534,0.84,1229.1853221288516
523,,549536,7.15,1229.1853221288516
524,,549537,71.53,1229.1853221288516
525,,549586,2040.58,1229.1853221288516
526,,549668,33.9,1229.1853221288516
527,,549684,30.0,1229.1853221288516
528,,549712,14.95,1229.1853221288516
529,,549714,49.7,1229.1853221288516
530,,549738,1539.6399999999999,1229.1853221288516
531,,549896,6.7,1229.1853221288516
532,,550011,9.35,1229.1853221288516
533,,550012,38.39,1229.1853221288516
534,,550123,322.48,1229.1853221288516
535,,550128,31.15,1229.1853221288516
536,,550203,289.65,1229.1853221288516
537,,550204,279.59999999999997,1229.1853221288516
538,,550205,484.92,1229.1853221288516
539,,550206,587.82,1229.1853221288516
540,,550207,535.56,1229.1853221288516
541,,550208,851.51,1229.1853221288516
542,,550209,641.3,1229.1853221288516
543,,550210,789.26,1229.1853221288516
544,,550211,410.79,1229.1853221288516
545,,550212,425.61,1229.1853221288516
546,,550213,587.61,1229.1853221288516
547,,550214,689.7,1229.1853221288516
548,,550215,876.12,1229.1853221288516
549,,550249,5.4,1229.1853221288516
550,,550278,2857.79,1229.1853221288516
551,,550458,2395.58,1229.1853221288516
552,,550470,1736.79,1229.1853221288516
553,,550471,1599.85,1229.1853221288516
554,,550474,1625.27,1229.1853221288516
555,,550496,1779.09,1229.1853221288516
556,,550499,1191.41,1229.1853221288516
557,,550500,1984.6299999999999,1229.1853221288516
558,,550541,1407.9299999999998,1229.1853221288516
559,,550542,1739.56,1229.1853221288516
560,,550636,1098.3899999999999,1229.1853221288516
561,,550638,1215.52,1229.1853221288516
562,,550640,7.15,1229.1853221288516
563,,550641,17.11,1229.1853221288516
564,,550740,2951.52,1229.1853221288516
565,,550898,13.75,1229.1853221288516
566,,550931,5.0,1229.1853221288516
567,,550953,1953.26,1229.1853221288516
568,,550963,23.7,1229.1853221288516
569,,550986,1654.97,1229.1853221288516
570,,550987,1160.48,1229.1853221288516
571,,551004,652.05,1229.1853221288516
572,,551005,674.54,1229.1853221288516
573,,551006,561.04,1229.1853221288516
574,,551007,562.77,1229.1853221288516
575,,551008,521.38,1229.1853221288516
576,,551009,1065.19,1229.1853221288516
577,,551010,535.05,1229.1853221288516
578,,551012,3036.22,1229.1853221288516
579,,551173,773.01,1229.1853221288516
580,,551174,1055.17,1229.1853221288516
581,,551176,8.1,1229.1853221288516
582,,551177,18.5,1229.1853221288516
583,,551317,23.85,1229.1853221288516
584,,551325,21.8,1229.1853221288516
585,,551339,887.23,1229.1853221288516
586,,551340,1416.36,1229.1853221288516
587,,551423,98.01,1229.1853221288516
588,,551425,6.6,1229.1853221288516
589,,551468,1071.13,1229.1853221288516
590,,551506,2.52,1229.1853221288516
591,,551536,4.2,1229.1853221288516
592,,551537,34.39,1229.1853221288516
593,,551538,0.85,1229.1853221288516
594,,551547,3579.67,1229.1853221288516
595,,551716,5.95,1229.1853221288516
596,,551718,1445.61,1229.1853221288516
597,,551719,1248.33,1229.1853221288516
598,,551847,4.95,1229.1853221288516
599,,551848,5.1,1229.1853221288516
600,,551853,2.1,1229.1853221288516
601,,551995,1388.59,1229.1853221288516
602,,551997,1353.1299999999999,1229.1853221288516
603,,552000,1121.57,1229.1853221288516
604,,552006,4.16,1229.1853221288516
605,,552009,30.25,1229.1853221288516
606,,552017,26.42,1229.1853221288516
607,,552035,17.5,1229.1853221288516
608,,552063,4.2,1229.1853221288516
609,,552194,6.2,1229.1853221288516
610,,552229,1514.98,1229.1853221288516
611,,552232,2293.79,1229.1853221288516
612,,552234,1520.48,1229.1853221288516
613,,552338,155.4,1229.1853221288516
614,,552493,1388.46,1229.1853221288516
615,,552508,1513.36,1229.1853221288516
616,,552514,1777.7,1229.1853221288516
617,,552520,1401.3799999999999,1229.1853221288516
618,,552522,18.450000000000003,1229.1853221288516
619,,552524,7.8,1229.1853221288516
620,,552525,12.75,1229.1853221288516
621,,552534,4.949999999999999,1229.1853221288516
622,,552539,528.81,1229.1853221288516
623,,552540,206.84,1229.1853221288516
624,,552541,74.8,1229.1853221288516
625,,552659,3320.77,1229.1853221288516
626,,552660,795.3199999999999,1229.1853221288516
627,,552662,583.48,1229.1853221288516
628,,552663,485.32,1229.1853221288516
629,,552665,420.98,1229.1853221288516
630,,552666,468.8,1229.1853221288516
631,,552667,539.11,1229.1853221288516
632,,552668,623.79,1229.1853221288516
633,,552670,655.0,1229.1853221288516
634,,552671,487.97999999999996,1229.1853221288516
635,,552672,538.48,1229.1853221288516
636,,552673,382.64,1229.1853221288516
637,,552674,558.49,1229.1853221288516
638,,552675,674.68,1229.1853221288516
639,,552676,864.26,1229.1853221288516
640,,552677,754.5500000000001,1229.1853221288516
641,,552678,733.01,1229.1853221288516
642,,552681,718.36,1229.1853221288516
643,,552683,532.25,1229.1853221288516
644,,552684,642.55,1229.1853221288516
645,,552687,953.53,1229.1853221288516
646,,552702,1400.53,1229.1853221288516
647,,552713,8.85,1229.1853221288516
648,,552832,16.5,1229.1853221288516
649,,552834,16.5,1229.1853221288516
650,,552857,1631.61,1229.1853221288516
651,,552862,5.38,1229.1853221288516
652,,552865,68.02,1229.1853221288516
653,,552866,52.69,1229.1853221288516
654,,552892,6.28,1229.1853221288516
655,,553013,1995.25,1229.1853221288516
656,,553100,6.9,1229.1853221288516
657,,553148,1966.16,1229.1853221288516
658,,553157,8.25,1229.1853221288516
659,,553162,1348.3799999999999,1229.1853221288516
660,,553167,1529.75,1229.1853221288516
661,,553171,4.68,1229.1853221288516
662,,553175,244.23,1229.1853221288516
663,,553353,2.95,1229.1853221288516
664,,553387,1680.06,1229.1853221288516
665,,553389,1324.07,1229.1853221288516
666,,553393,937.5,1229.1853221288516
667,,553521,452.45,1229.1853221288516
668,,553523,1957.17,1229.1853221288516
669,,553535,1216.12,1229.1853221288516
670,,553539,465.87,1229.1853221288516
671,,553541,956.47,1229.1853221288516
672,,553542,763.9,1229.1853221288516
673,,553543,635.03,1229.1853221288516
674,,553544,504.41999999999996,1229.1853221288516
675,,553545,430.14,1229.1853221288516
676,,553549,1364.33,1229.1853221288516
677,,553715,12.45,1229.1853221288516
678,,553718,1588.12,1229.1853221288516
679,,553766,792.41,1229.1853221288516
680,,553767,615.12,1229.1853221288516
681,,553768,817.65,1229.1853221288516
682,,553849,3.95,1229.1853221288516
683,,553857,203.19,1229.1853221288516
684,,553858,117.89,1229.1853221288516
685,,553890,1495.6299999999999,1229.1853221288516
686,,554054,1221.03,1229.1853221288516
687,,554056,7.48,1229.1853221288516
688,,554265,33.03,1229.1853221288516
689,,554285,623.23,1229.1853221288516
690,,554293,588.22,1229.1853221288516
691,,554310,2133.63,1229.1853221288516
692,,554436,20.15,1229.1853221288516
693,,554511,1425.3799999999999,1229.1853221288516
694,,554512,1281.03,1229.1853221288516
695,,554514,2181.85,1229.1853221288516
696,,554526,174.5,1229.1853221288516
697,,554538,114.65,1229.1853221288516
698,,554546,177.3,1229.1853221288516
699,,554652,67.2,1229.1853221288516
700,,554653,8.68,1229.1853221288516
701,,554683,53.14,1229.1853221288516
702,,554694,2216.87,1229.1853221288516
703,,554714,724.74,1229.1853221288516
704,,554811,4.16,1229.1853221288516
705,,554841,3.75,1229.1853221288516
706,,554945,17.4,1229.1853221288516
707,,554956,4898.56,1229.1853221288516
